Identificativo;Tipologia;Essenza;Disposizione;Posizione;Portamento;EssenzaStorica;DataCensimento;AltezzaPrimoPalco;RangeAltezza;RangeDiametroFusto;Suolo;StatoVegetativo;QualitaBiomeccanica;ClassificazioneCedimento;Interferenze;TipoFoglia;CoordX;CoordY
1244;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2007-12-05;4;3) 16 - 20m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469474.62675;4973971.1787
1245;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2007-12-05;3;3) 16 - 20m;3) 50cm< & <=100cm;Ricoperto;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469478.2402;4973973.8881
1246;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2007-12-05;3;3) 16 - 20m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469481.15235;4973976.30042
1247;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2007-12-05;3.5;3) 16 - 20m;3) 50cm< & <=100cm;Ricoperto;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469484.06451;4973978.71274
1248;Albero;Picea Abies;Filare;Aiuola;;No;2007-12-05;4;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee;";Sempreverde;1469496.37878;4973984.53557
1249;Ceppaia;Picea Abies;Filare;Aiuola;;No;2017-12-31;;;2) 20cm< & <=50cm;Idoneo;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee;";Sempreverde;1469503.20155;4973990.35841
1250;Albero;Picea Abies;Filare;Aiuola;;No;2007-12-05;2;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee;";Sempreverde;1469510.02432;4973998.01127
1262;Albero;Platanus Orientalis;Filare;Prato;;No;2007-12-05;6;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Mediocre;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469657.16187;4974713.45847
1263;Albero;Platanus Orientalis;Filare;Prato;;No;2007-12-05;4;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469656.84612;4974706.07861
1264;Fallanza;;Filare;Prato;;No;2007-12-05;;;;Idoneo;;;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";;1469656.53037;4974698.69876
1265;Albero;Platanus Orientalis;Filare;Prato;;No;2007-12-05;5;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Mediocre;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469656.21462;4974691.3189
1266;Albero;Platanus Orientalis;Filare;Prato;;No;2007-12-05;4;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469655.89887;4974683.93905
1267;Fallanza;;Filare;Prato;;No;2007-12-05;;;;Idoneo;;;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";;1469655.58312;4974676.55919
1268;Albero;Platanus Orientalis;Filare;Prato;;No;2007-12-05;5;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469655.26737;4974669.17933
1269;Albero;Platanus Orientalis;Filare;Prato;;No;2023-11-07;5;4) 20 - 30m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;B;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469654.95162;4974661.79948
1270;Albero;Platanus Orientalis;Filare;Prato;;No;2007-12-05;4;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469654.63587;4974654.41962
1271;Albero;Platanus Orientalis;Filare;Prato;;No;2007-12-05;4;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469654.32012;4974647.03977
1272;Albero;Platanus Orientalis;Filare;Prato;;No;2023-11-07;4;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469654.00437;4974639.65991
1273;Fallanza;;Filare;Prato;;No;2007-12-05;;;;Idoneo;;;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";;1469653.68862;4974632.28005
1274;Albero;Platanus Orientalis;Filare;Prato;;No;2023-11-07;3.5;3) 16 - 20m;4) >100cm;Idoneo;Mediocre;Mediocre;C;"Cartellonistica; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469653.37287;4974624.9002
1275;Albero;Platanus Orientalis;Filare;Prato;;No;2007-12-05;4;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Cartellonistica; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469653.05711;4974617.52034
1276;Fallanza;;Filare;Prato;;No;2007-12-05;;;;Idoneo;;;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";;1469652.74136;4974610.14049
1277;Albero;Platanus Orientalis;Filare;Prato;;No;2007-12-05;4;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469652.42561;4974602.76063
2617;Albero;Acer Negundo;Filare;Aiuola;;No;2008-01-02;3;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470296.11885;4972766.85708
2618;Albero;"Prunus Cerasifera ""Pissardii""";Filare;Aiuola;;No;2008-01-02;2;1) < 10m;2) 20cm< & <=50cm;Idoneo;Mediocre;Mediocre;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470292.20027;4972763.64466
2619;Albero;Acer Negundo;Filare;Aiuola;;No;2008-01-02;2;1) < 10m;2) 20cm< & <=50cm;Idoneo;Mediocre;Buono;;"Cartellonistica; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470288.28169;4972760.43224
2620;Albero;"Prunus Cerasifera ""Pissardii""";Filare;Aiuola;;No;2008-01-02;2;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470284.36311;4972757.21983
2621;Albero;Acer Negundo;Filare;Aiuola;;No;2008-01-02;2.5;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470280.44453;4972754.00741
2622;Ceppaia;;Filare;Aiuola;;No;2008-01-22;;;2) 20cm< & <=50cm;Idoneo;;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";;1470276.52595;4972750.79499
2623;Albero;Acer Negundo;Filare;Aiuola;;No;2008-01-02;2;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470272.60738;4972747.58257
20;Albero;Fraxinus Excelsior;Gruppo;Aiuola;;No;2022-02-21;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;;Caduca;1469543.02472151;4972799.97819642
2624;Fallanza;;Filare;Aiuola;;No;2008-01-02;;;;Idoneo;;;;"Cartellonistica; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";;1470268.6888;4972744.37016
2625;Albero;Acer Negundo;Filare;Aiuola;;No;2008-01-02;2;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470264.77022;4972741.15774
2626;Fallanza;;Filare;Aiuola;;No;2008-01-02;;;;Idoneo;;;;"Cartellonistica; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";;1470260.85164;4972737.94532
2627;Albero;Acer Negundo;Filare;Aiuola;;No;2008-01-02;2;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Mediocre;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470230.31284;4972713.813
2628;Fallanza;;Filare;Aiuola;;No;2008-01-02;;;;Idoneo;;;;"Cartellonistica; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";;1470226.7067;4972710.92261
2629;Albero;Acer Negundo;Filare;Aiuola;;No;2008-01-02;2.5;1) < 10m;2) 20cm< & <=50cm;Idoneo;Mediocre;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470222.44956;4972707.41428
2630;Fallanza;;Filare;Aiuola;;No;2008-01-02;;;;Idoneo;;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";;1470218.33505;4972704.0321
2631;Albero;Acer Negundo;Filare;Aiuola;;No;2008-01-02;2.5;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470214.22054;4972700.64992
2632;Ceppaia;;Filare;Aiuola;;No;2008-01-02;;;2) 20cm< & <=50cm;Idoneo;;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";;1470205.80866;4972693.51992
2633;Albero;Acer Negundo;Filare;Aiuola;;No;2008-01-02;2;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470200.87125;4972689.40646
2634;Albero;"Prunus Cerasifera ""Pissardii""";Filare;Aiuola;;No;2008-01-02;2;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470195.93384;4972685.293
2635;Albero;Acer Negundo;Filare;Aiuola;;No;2008-01-02;2.5;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470193.3737;4972683.28197
2636;Albero;"Prunus Cerasifera ""Pissardii""";Filare;Aiuola;;No;2008-01-02;2;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470187.88769;4972678.71146
2637;Albero;Acer Negundo;Filare;Aiuola;;No;2008-01-02;2;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470184.04748;4972676.15197
2638;Ceppaia;;Filare;Aiuola;;No;2008-01-02;;;2) 20cm< & <=50cm;Idoneo;;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";;1470179.65868;4972672.40415
2639;Albero;Acer Negundo;Filare;Aiuola;;No;2008-01-02;2;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470175.26987;4972668.65633
21;Albero;Betula Pendula;Gruppo;Aiuola;;No;2022-02-21;;2) 10 - 16m;1) <= 20cm;-;Buono;;;;Caduca;1469544.87648861;4972792.00791963
2640;Fallanza;;Filare;Aiuola;;No;2008-01-02;;;;Idoneo;;;;"Cartellonistica; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";;1470154.60589;4972651.28838
2641;Albero;Acer Negundo;Filare;Aiuola;;No;2008-01-02;2.5;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Cartellonistica; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470146.19401;4972644.52402
2642;Albero;Acer Negundo;Filare;Tornello con cordolo;;No;2008-01-02;2.5;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici;";Caduca;1470138.14786;4972637.57683
2643;Fallanza;;Filare;Aiuola;;No;2008-01-02;;;;Idoneo;;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";;1470133.39332;4972634.10324
2644;Albero;Acer Negundo;Filare;Aiuola;;No;2008-01-02;2.5;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470129.27881;4972630.81247
2645;Albero;"Prunus Cerasifera ""Pissardii""";Filare;Aiuola;;No;2008-01-02;2.5;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Mediocre;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470125.1643;4972627.5217
2646;Fallanza;;Filare;Aiuola;;No;2008-01-02;;;;Idoneo;;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici;";;1470121.8727;4972624.7794
2647;Albero;"Prunus Cerasifera ""Pissardii""";Filare;Aiuola;;No;2008-01-02;2;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Mediocre;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470114.92375;4972619.11196
2648;Albero;Acer Negundo;Filare;Aiuola;;No;2008-01-02;2;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Mediocre;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470107.06047;4972612.71324
2649;Albero;Acer Negundo;Filare;Aiuola;;No;2008-01-02;2;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470115.83808;4972589.49503
2650;Albero;Acer Negundo;Filare;Aiuola;;No;2008-01-02;2;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Cartellonistica; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici;";Caduca;1470121.3241;4972594.79683
2651;Fallanza;;Filare;Aiuola;;No;2008-01-02;;;;Idoneo;;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";;1470129.55312;4972601.46978
2652;Albero;Acer Negundo;Filare;Aiuola;;No;2008-01-02;2;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1470137.78213;4972608.14273
11739;Albero;Gleditschia Triacanthos;Gruppo;Prato;;No;2023-04-11;;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;B;"Utenze Sotterranee; Manufatto; Vialetto Pedonale;";Caduca;1469655.60546;4973102.50679
11740;Albero;Cupressocyparis Leylandii;Gruppo;Prato;;No;2017-12-31;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469666.65192;4973106.22296
11741;Albero;Picea Abies;Gruppo;Prato;;No;2023-04-11;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;C;"Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469674.08317;4973119.98283
11742;Albero;Picea Abies;Gruppo;Prato;;No;2023-04-11;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Mediocre;C;"Lampione; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469676.59373;4973130.83004
11743;Albero;Picea Abies;Gruppo;Prato;;No;2023-04-11;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Mediocre;C;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469680.40977;4973136.9567
11744;Albero;Picea Abies;Gruppo;Prato;;No;2023-04-11;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Mediocre;C;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469683.42244;4973144.58991
11745;Albero;Aesculus Hippocastanum;Gruppo;Prato;;No;2023-04-11;;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Mediocre;Mediocre;C;"Manufatto; Edifici; Vialetto Pedonale;";Caduca;1469692.96256;4973140.97418
11746;Albero;Aesculus Hippocastanum;Gruppo;Prato;;No;2023-04-11;;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Mediocre;Mediocre;C;"Manufatto; Edifici; Vialetto Pedonale;";Caduca;1469713.54914;4973130.93047
11747;Albero;Aesculus Hippocastanum;Gruppo;Prato;;No;2023-04-11;;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Mediocre;Mediocre;C;"Manufatto; Vialetto Pedonale;";Caduca;1469701.6993;4973127.81692
11748;Albero;Magnolia Grandiflora;Gruppo;Prato;POLICORMICO;No;2017-12-31;;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469704.10944;4973133.24053
11749;Albero;Picea Abies;Gruppo;Prato;;No;2017-12-31;;4) 20 - 30m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469696.57777;4973129.9261
11750;Albero;Picea Abies;Gruppo;Prato;;No;2017-12-31;;4) 20 - 30m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469694.87059;4973121.48939
566;Fallanza;;Filare;Buco nell'asfalto;;No;2007-12-05;;;;Ricoperto;;;;;;1469912.54518;4972779.15487
11751;Albero;Aesculus Hippocastanum;Gruppo;Prato;;No;2023-04-11;;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Mediocre;Mediocre;C;"Lampione; Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1469706.31873;4973117.27103
11752;Albero;Picea Abies;Gruppo;Prato;;No;2017-12-31;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469708.4276;4973110.14
11753;Albero;Cedrus Deodara;Gruppo;Prato;;No;2023-04-11;;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Mediocre;C;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469708.52802;4973103.20985
11754;Albero;Cedrus Deodara;Gruppo;Prato;;No;2017-12-31;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469712.34407;4973114.76011
11755;Albero;Picea Abies;Gruppo;Prato;;No;2023-04-11;;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Mediocre;C;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469699.99213;4973108.13126
11756;Albero;Picea Abies;Gruppo;Prato;;No;2017-12-31;;4) 20 - 30m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469693.76594;4973109.43694
11757;Albero;Picea Abies;Gruppo;Prato;;No;2017-12-31;;4) 20 - 30m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469689.14652;4973111.34525
11758;Albero;Picea Abies;Gruppo;Prato;;No;2017-12-31;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Mediocre;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469684.32624;4973113.35399
11759;Albero;Picea Abies;Gruppo;Prato;;No;2023-04-11;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Mediocre;C;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469680.40977;4973115.36273
11760;Albero;Magnolia Grandiflora;Gruppo;Prato;;No;2017-12-31;;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469697.38115;4973113.75574
11761;Albero;Ailanthus Altissima;Gruppo;Prato;POLICORMICO;No;2017-12-31;;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1469675.08739;4973106.12252
11762;Albero;Ailanthus Altissima;Gruppo;Prato;POLICORMICO;No;2017-12-31;;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1469670.86965;4973089.65085
11763;Albero;Robinia Pseudoacacia;Gruppo;Prato;;No;2017-12-31;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Caduca;1469667.55572;4973076.49359
11764;Albero;Cupressocyparis Leylandii;Gruppo;Prato;;No;2017-12-31;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469664.84432;4973076.69447
11765;Albero;Cupressocyparis Leylandii;Gruppo;Prato;;No;2017-12-31;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469661.42996;4973077.19665
11766;Albero;Cupressocyparis Leylandii;Gruppo;Prato;;No;2017-12-31;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469659.22067;4973077.5984
567;Fallanza;;Filare;;;No;2007-12-05;;;;Ricoperto;;;;;;1469917.55544;4972779.56404
11767;Albero;Cupressocyparis Leylandii;Gruppo;Prato;;No;2017-12-31;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469656.91095;4973078.30146
11768;Albero;Cupressocyparis Leylandii;Gruppo;Prato;;No;2017-12-31;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469654.09913;4973078.90408
11769;Albero;Cupressocyparis Leylandii;Gruppo;Prato;;No;2017-12-31;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469650.68477;4973079.30583
11770;Albero;Cupressocyparis Leylandii;Gruppo;Prato;;No;2017-12-31;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469648.67632;4973079.00452
11771;Albero;Cupressocyparis Leylandii;Gruppo;Prato;;No;2017-12-31;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469646.66788;4973078.30146
11772;Albero;Cupressocyparis Leylandii;Gruppo;Prato;;No;2017-12-31;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469643.75563;4973078.20102
11773;Albero;Cupressocyparis Leylandii;Gruppo;Prato;;No;2017-12-31;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Utenze Sotterranee; Manufatto; Edifici; Vialetto Pedonale;";Sempreverde;1469642.14887;4973078.10059
618;Albero;Platanus Orientalis;Filare;Aiuola;;No;2007-12-05;3;2) 10 - 16m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Cartellonistica; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470395.19315;4972861.60801
619;Albero;Platanus Orientalis;Filare;Tornello con cordolo;;No;2007-12-05;2.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470398.0156;4972867.83897
620;Ceppaia;Platanus Orientalis;Filare;Aiuola;;No;2007-12-05;;;3) 50cm< & <=100cm;Idoneo;;;;"Cartellonistica; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470400.83806;4972874.06993
621;Albero;Platanus Orientalis;Filare;Aiuola;;No;2007-12-05;2.5;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Mediocre;Buono;;"Cartellonistica; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470403.66051;4972880.3009
622;Albero;Platanus Orientalis;Filare;Aiuola;;No;2007-12-05;3;2) 10 - 16m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470406.48296;4972886.53186
623;Albero;Platanus Orientalis;Filare;Aiuola;;No;2007-12-05;3;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Cartellonistica; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470409.30542;4972892.76282
624;Albero;Platanus Orientalis;Filare;Aiuola;;No;2007-12-05;3;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Mediocre;;"Cartellonistica; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470412.12787;4972898.99379
625;Albero;Platanus Orientalis;Filare;Tornello con cordolo;;No;2007-12-05;3;3) 16 - 20m;3) 50cm< & <=100cm;Ricoperto;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470414.95032;4972905.22475
626;Albero;Platanus Orientalis;Filare;Aiuola;;No;2007-12-05;3;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Mediocre;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470417.77278;4972911.45571
627;Albero;Platanus Orientalis;Filare;Aiuola;;No;2007-12-05;3;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470420.59523;4972917.68667
628;Albero;Platanus Orientalis;Filare;Aiuola;;No;2007-12-05;3;3) 16 - 20m;3) 50cm< & <=100cm;Idoneo;Buono;Buono;;"Cartellonistica; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470423.41768;4972923.91764
