CodiceVia;DUG;DUF;CAP;QuartiereSobborgo;Civico;Esponente;InizioValidita;SezCensimento;CoordX;CoordY
55404;VIA;ALESSANDRIA;15122;VALLE SAN BARTOLOMEO;41;M;2011-01-04;12;1471959.92708966;4977929.50797637
55404;VIA;ALESSANDRIA;15122;VALLE SAN BARTOLOMEO;41;L;2011-01-04;12;1471963.04120591;4977929.19758117
53516;VIA;ALDO DIANI;15122;SPINETTA MARENGO;4;H;2011-01-25;917;1474488.00314789;4969620.01009175
53516;VIA;ALDO DIANI;15122;SPINETTA MARENGO;4;L;2011-01-25;917;1474489.66738716;4969632.6323396
37703;VICOLO;BELVEDERE;15122;CASTELCERIOLO;2;K;2011-01-25;237;1475943.34900176;4974195.76849996
37703;VICOLO;BELVEDERE;15122;CASTELCERIOLO;2;N;2011-01-25;237;1475975.20945262;4974210.45901108
58300;STRADA;COMUNALE DI VALMADONNA;15122;VALMADONNA;46;;2011-02-14;114;1469393.96073358;4979913.30158763
52902;VIA;GAMBALERA;15122;SPINETTA MARENGO;156;H;2011-02-14;65;1475807.56742836;4970165.04037214
52902;VIA;GAMBALERA;15122;SPINETTA MARENGO;156;G;2011-02-14;65;1475806.75430838;4970148.2308272
52902;VIA;GAMBALERA;15122;SPINETTA MARENGO;156;F;2011-02-14;65;1475806.30875498;4970139.01990365
35806;VIA;TAGLIATA;15122;CASALBAGLIANO;61;C;2011-02-18;1023;1464956.80620357;4971182.4357367
54304;VIA;DEL PROGRESSO;15122;SPINETTA MARENGO;26;E;2011-02-21;878;1475493.02234198;4970224.64461428
54304;VIA;DEL PROGRESSO;15122;SPINETTA MARENGO;26;F;2011-02-21;878;1475493.16454009;4970229.90603559
54304;VIA;DEL PROGRESSO;15122;SPINETTA MARENGO;26;C;2011-02-21;878;1475492.45353941;4970215.54377305
54304;VIA;DEL PROGRESSO;15122;SPINETTA MARENGO;26;D;2011-02-21;878;1475492.73794577;4970220.9474026
45807;VIA;COLLA DI SAN GIULIANO NUOVO;15122;SAN GIULIANO NUOVO;44;B;2011-02-24;1105;1480795.88443329;4972051.5275379
52801;STRADA;FRUGAROLO DI SPINETTA MARENGO;15122;SPINETTA MARENGO;104;;2011-02-24;929;1474407.84014609;4969505.76982758
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;154;;2011-04-05;1073;1476202.67973328;4970318.06583478
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;182;;2011-04-05;1073;1476164.10602634;4970324.325402
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;170;;2011-04-05;1073;1476176.07380583;4970306.87528593
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;150;;2011-04-05;1073;1476212.55925574;4970321.81069267
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;103;;2011-04-05;1053;1476429.85066553;4970856.12087089
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;121;;2011-04-05;1053;1476198.48635996;4970839.87232783
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;129;;2011-04-05;1053;1476156.94101891;4970849.23501524
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;43;;2011-04-05;1053;1476313.09131998;4970427.92157781
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;41;;2011-04-05;1053;1476312.43189121;4970424.86430834
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;31;;2011-04-05;1053;1476296.60280112;4970330.80373905
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;23;;2011-04-05;1053;1476286.35376442;4970283.01044562
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;11;;2011-04-05;1053;1476274.36270454;4970219.03784167
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;172;;2011-04-05;1073;1476171.64366221;4970307.9250342
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;200;;2011-04-05;1073;1476132.84362311;4970340.55564536
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;202;;2011-04-05;1073;1476131.69307425;4970335.5726049
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;204;;2011-04-05;1073;1476130.24488116;4970329.30054031
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;206;;2011-04-05;1073;1476129.27793809;4970325.1127056
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;212;;2011-04-05;1073;1476125.22805116;4970307.57266327
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;214;;2011-04-05;1073;1476123.73521447;4970299.93287767
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;216;;2011-04-05;1073;1476122.08311753;4970292.48520864
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;220;;2011-04-05;1073;1476117.54477838;4970272.82970317
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;58;;2011-04-05;1073;1476187.83067198;4970290.09417453
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;56;;2011-04-05;1073;1476186.30428921;4970283.48342322
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;34;;2011-04-05;1073;1476153.41625464;4970210.83124679
68828;VIALE;DELLA VALLETTA;15122;SPINETTA MARENGO;32;;2011-04-05;1073;1476151.64943959;4970203.17917685
60208;VIA;QUATTREMOLA;15122;VALMADONNA;6;G;2011-05-19;101;1469398.63560037;4980484.69081021
60208;VIA;QUATTREMOLA;15122;VALMADONNA;6;H;2011-05-19;101;1469401.68177235;4980493.46979356
51600;STRADA;VESCOVANA;15122;SAN MICHELE;4;P;2011-07-27;24;1466892.88194178;4975776.7027432
51600;STRADA;VESCOVANA;15122;SAN MICHELE;4;N;2011-07-27;24;1466897.44048772;4975775.95347947
51600;STRADA;VESCOVANA;15122;SAN MICHELE;4;M;2011-07-27;24;1466902.88684366;4975775.07659452
51600;STRADA;VESCOVANA;15122;SAN MICHELE;4;C;2011-07-26;24;1466958.64110093;4975764.51677716
51600;STRADA;VESCOVANA;15122;SAN MICHELE;4;;2011-07-26;24;1466971.28535104;4975759.58700266
51600;STRADA;VESCOVANA;15122;SAN MICHELE;4;B;2011-07-26;24;1466964.36261193;4975763.28608083
51600;STRADA;VESCOVANA;15122;SAN MICHELE;4;A;2011-07-26;24;1466967.98129918;4975760.17069658
51600;STRADA;VESCOVANA;15122;SAN MICHELE;6;;2011-07-27;24;1466868.44521512;4975729.43741273
51600;STRADA;VESCOVANA;15122;SAN MICHELE;6;A;2011-07-27;24;1466867.62052087;4975722.71165929
51600;STRADA;VESCOVANA;15122;SAN MICHELE;6;C;2011-07-27;24;1466891.63725186;4975711.40589021
51600;STRADA;VESCOVANA;15122;SAN MICHELE;6;D;2011-07-27;24;1466897.65584918;4975710.4683342
51600;STRADA;VESCOVANA;15122;SAN MICHELE;6;F;2011-07-27;24;1466906.06226497;4975708.66859184
53103;VIA;GENOVA DI SPINETTA MARENGO;15122;SPINETTA MARENGO;342;M;2012-02-14;909;1475641.10905272;4969466.38087549
52902;VIA;GAMBALERA;15122;SPINETTA MARENGO;148;;2013-01-15;890;1475710.86146504;4970190.62334661
53103;VIA;GENOVA DI SPINETTA MARENGO;15122;SPINETTA MARENGO;342;R;2012-03-06;909;1475660.66378804;4969514.26962365
36805;VIA;ANTONIO GRAMSCI IN CASCINAGROSSA;15122;CASCINAGROSSA;46;F;2017-10-02;924;1477697.98923039;4969568.47415688
51307;VIA;TORINO DI SAN MICHELE;15122;SAN MICHELE;2;L;2017-05-18;23;1467066.81908279;4974273.05495717
54102;VIA;ACHILLE PERFUMO;15122;SPINETTA MARENGO;31;;2017-06-19;884;1474663.31861542;4970001.59952698
54102;VIA;ACHILLE PERFUMO;15122;SPINETTA MARENGO;29;;2017-06-19;884;1474675.06718381;4970002.27087491
35806;VIA;TAGLIATA;15122;CASALBAGLIANO;85;G;2017-07-17;93;1464936.43827726;4970961.42683745
45504;STRADA;SALE DI MANDROGNE;15122;MANDROGNE;38;;2017-09-13;1030;1480439.61677556;4967316.48162977
61601;VIA;GOGLINI;15122;VILLA DEL FORO;10;;2017-09-14;863;1462398.34286201;4970549.91045204
61601;VIA;GOGLINI;15122;VILLA DEL FORO;10;A;2017-09-14;863;1462395.82834541;4970550.94413226
61601;VIA;GOGLINI;15122;VILLA DEL FORO;10;B;2017-09-14;863;1462383.12721808;4970545.47559147
61601;VIA;GOGLINI;15122;VILLA DEL FORO;10;C;2017-09-14;863;1462376.12983967;4970538.24300494
34100;VIA;PIERO BOIDI IN CANTALUPO;15122;CANTALUPO;11;;2017-09-15;982;1464781.5764424;4968184.18290125
34100;VIA;PIERO BOIDI IN CANTALUPO;15122;CANTALUPO;13;B;2017-09-15;982;1464765.66999443;4968185.45000427
36805;VIA;ANTONIO GRAMSCI IN CASCINAGROSSA;15122;CASCINAGROSSA;46;G;2013-08-20;924;1477698.753142;4969561.85358621
37202;VIA;MOLINARA DI CASCINAGROSSA;15122;CASCINAGROSSA;56;G;2010-05-05;64;1478790.09558048;4969557.78559738
37202;VIA;MOLINARA DI CASCINAGROSSA;15122;CASCINAGROSSA;56;F;2010-05-05;64;1478786.92466816;4969558.31408784
35907;VIA VECCHIA;BAGLIANI DI CASALBAGLIANO;15122;CASALBAGLIANO;57;;2017-10-09;86;1466912.93774841;4972150.61761715
53103;VIA;GENOVA DI SPINETTA MARENGO;15122;SPINETTA MARENGO;128;F;2017-10-08;877;1474781.25994597;4970369.69112784
53103;VIA;GENOVA DI SPINETTA MARENGO;15122;SPINETTA MARENGO;128;G;2017-10-08;877;1474783.6525524;4970367.66661549
53103;VIA;GENOVA DI SPINETTA MARENGO;15122;SPINETTA MARENGO;130;;2017-10-08;877;1474779.6035277;4970357.51337841
53103;VIA;GENOVA DI SPINETTA MARENGO;15122;SPINETTA MARENGO;132;;2017-10-08;877;1474783.069741;4970354.20054187
53103;VIA;GENOVA DI SPINETTA MARENGO;15122;SPINETTA MARENGO;134;;2017-10-08;877;1474785.95313276;4970351.47051673
53103;VIA;GENOVA DI SPINETTA MARENGO;15122;SPINETTA MARENGO;136;;2017-10-08;877;1474788.83653467;4970348.70981623
53103;VIA;GENOVA DI SPINETTA MARENGO;15122;SPINETTA MARENGO;138;;2017-10-08;877;1474792.27207261;4970345.45833039
52902;VIA;GAMBALERA;15122;SPINETTA MARENGO;186;;2017-10-13;1053;1477223.04798474;4970429.05701216
52902;VIA;GAMBALERA;15122;SPINETTA MARENGO;184;A;2017-10-13;1053;1477307.51897653;4970408.86411998
52902;VIA;GAMBALERA;15122;SPINETTA MARENGO;184;;2017-10-13;1053;1477369.79321691;4970408.24753932
44202;STRADA;CASCINAGROSSA;15122;MANDROGNE;23;;2017-11-14;971;1479907.07411231;4968509.08030003
44202;STRADA;CASCINAGROSSA;15122;MANDROGNE;23;A;2017-11-14;971;1479902.89581292;4968529.3749159
62757;VIA;LUIGI CASSANO;15122;LITTA PARODI;20;A;2017-11-14;954;1476943.04172553;4968877.20379954
62757;VIA;LUIGI CASSANO;15122;LITTA PARODI;22;A;2017-11-14;954;1476911.37885837;4968850.72035865
62757;VIA;LUIGI CASSANO;15122;LITTA PARODI;22;B;2017-11-14;954;1476898.47917306;4968838.40702498
62757;VIA;LUIGI CASSANO;15122;LITTA PARODI;20;C;2017-11-14;954;1476922.32405513;4968861.27464755
62757;VIA;LUIGI CASSANO;15122;LITTA PARODI;20;B;2017-11-14;954;1476935.22374044;4968873.58798122
62757;VIA;LUIGI CASSANO;15122;LITTA PARODI;24;B;2017-11-14;954;1476875.3183696;4968816.90754947
62757;VIA;LUIGI CASSANO;15122;LITTA PARODI;24;A;2017-11-14;954;1476887.63170327;4968828.34136075
59905;VIA;PROFUMATI;15122;VALMADONNA;23;G;2017-11-27;5;1470261.87863959;4978272.99403469
59905;VIA;PROFUMATI;15122;VALMADONNA;23;H;2017-11-27;5;1470262.89937612;4978270.02463225
46705;STRADA;LONZI;15122;SAN GIULIANO NUOVO;17;;2017-01-09;34;1481021.30718495;4973733.92173418
46705;STRADA;LONZI;15122;SAN GIULIANO NUOVO;17;A;2017-01-09;34;1481026.37976619;4973733.30312474
46705;STRADA;LONZI;15122;SAN GIULIANO NUOVO;17;B;2017-01-09;34;1481036.82736086;4973731.54353219
46705;STRADA;LONZI;15122;SAN GIULIANO NUOVO;17;C;2017-01-09;34;1481044.51185091;4973730.18259749
34100;VIA;PIERO BOIDI IN CANTALUPO;15122;CANTALUPO;35;B;2018-01-17;951;1464517.98936382;4968352.37302425
34100;VIA;PIERO BOIDI IN CANTALUPO;15122;CANTALUPO;35;C;2018-01-17;951;1464519.32983814;4968353.19793152
51600;STRADA;VESCOVANA;15122;SAN MICHELE;2;G;2018-01-24;24;1466887.72248762;4975788.2086375
51600;STRADA;VESCOVANA;15122;SAN MICHELE;2;H;2018-01-24;24;1466895.40987885;4975786.56133866
51600;STRADA;VESCOVANA;15122;SAN MICHELE;2;L;2018-01-24;24;1466903.37182665;4975785.09707753
51600;STRADA;VESCOVANA;15122;SAN MICHELE;2;M;2018-01-24;24;1466910.23556845;4975783.44977868
58102;VIA;DELLA CHIESA DI VALMADONNA;15122;VALMADONNA;15;A;2018-01-24;125;1469538.39259384;4979813.40351617
58102;VIA;DELLA CHIESA DI VALMADONNA;15122;VALMADONNA;15;B;2018-01-24;125;1469542.01652552;4979814.56503573
28600;VIA;GEROLAMO SAVONAROLA;15121;CENTRO;43;;2001-08-31;380;1469888.07975464;4973531.56053743
18106;VIA;GIUSEPPE MAZZINI;15121;CENTRO;25;;2001-08-31;380;1469812.36410063;4973533.92578557
28600;VIA;GEROLAMO SAVONAROLA;15121;CENTRO;41;;2001-08-31;380;1469881.21405505;4973534.38346101
28600;VIA;GEROLAMO SAVONAROLA;15121;CENTRO;39;;2001-08-31;380;1469876.12204812;4973536.35323652
18106;VIA;GIUSEPPE MAZZINI;15121;CENTRO;27;;2001-08-31;380;1469814.87694347;4973538.27535568
28600;VIA;GEROLAMO SAVONAROLA;15121;CENTRO;37;;2001-08-31;380;1469871.66831978;4973538.05058569
28600;VIA;GEROLAMO SAVONAROLA;15121;CENTRO;35;;2001-08-31;380;1469866.93540922;4973539.98138808
28600;VIA;GEROLAMO SAVONAROLA;15121;CENTRO;33;;2001-08-31;380;1469860.22645418;4973542.63839696
18106;VIA;GIUSEPPE MAZZINI;15121;CENTRO;29;;2001-08-31;380;1469818.31524058;4973544.07265224
28600;VIA;GEROLAMO SAVONAROLA;15121;CENTRO;31;;2001-08-31;380;1469850.16861095;4973546.8303907
18106;VIA;GIUSEPPE MAZZINI;15121;CENTRO;31;;2001-08-31;380;1469820.80785635;4973548.19400341
18106;VIA;GIUSEPPE MAZZINI;15121;CENTRO;33;;2001-08-31;380;1469822.97552034;4973551.83290758
28600;VIA;GEROLAMO SAVONAROLA;15121;CENTRO;29;;2001-08-31;380;1469835.63366769;4973552.81001491
28600;VIA;GEROLAMO SAVONAROLA;15121;CENTRO;27;;2001-08-31;380;1469830.52646509;4973554.72257845
18106;VIA;GIUSEPPE MAZZINI;15121;CENTRO;35;;2001-08-31;380;1469825.68401999;4973555.21539258
15905;PIAZZA;DELLA LIBERTA';15121;CENTRO;23;;2001-08-31;381;1469755.28285036;4973478.23683515
15905;PIAZZA;DELLA LIBERTA';15121;CENTRO;24;;2001-08-31;381;1469735.10264828;4973487.05800726
18106;VIA;GIUSEPPE MAZZINI;15121;CENTRO;2;;2001-08-31;381;1469775.49985475;4973489.15823416
18106;VIA;GIUSEPPE MAZZINI;15121;CENTRO;6;;2001-08-31;381;1469783.68694786;4973499.28623306
18106;VIA;GIUSEPPE MAZZINI;15121;CENTRO;8;;2001-08-31;381;1469785.39009938;4973501.95369023
18106;VIA;GIUSEPPE MAZZINI;15121;CENTRO;10;;2001-08-31;381;1469788.89548868;4973508.03686403
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;11;;2001-08-31;381;1469778.90954587;4973517.37718401
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;9;;2001-08-31;381;1469768.68680234;4973521.39244958
14805;VIA;DEI GUASCO;15121;CENTRO;1;;2001-08-31;381;1469696.16846538;4973522.43255094
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;7;;2001-08-31;381;1469762.37926431;4973523.46413137
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;5;;2001-08-31;381;1469753.40025209;4973526.8089214
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;3;;2001-08-31;381;1469747.59244638;4973528.82172761
14805;VIA;DEI GUASCO;15121;CENTRO;1;A;2001-08-31;381;1469699.85786621;4973531.03936077
2200;VIA;ARNALDO DA BRESCIA;15121;CENTRO;17;;2001-08-31;386;1469262.94649937;4973453.19185096
7205;PIAZZA;GIOSUE' CARDUCCI;15121;CENTRO;1;;2001-08-31;386;1469255.96304863;4973452.9846909
7205;PIAZZA;GIOSUE' CARDUCCI;15121;CENTRO;2;;2001-08-31;386;1469252.02396423;4973454.35787951
7205;PIAZZA;GIOSUE' CARDUCCI;15121;CENTRO;3;;2001-08-31;412;1469244.6708471;4973456.88435584
2200;VIA;ARNALDO DA BRESCIA;15121;CENTRO;15;;2001-08-31;386;1469265.55319418;4973460.48690404
7205;PIAZZA;GIOSUE' CARDUCCI;15121;CENTRO;4;;2001-08-31;412;1469236.0308665;4973459.89244737
7205;PIAZZA;GIOSUE' CARDUCCI;15121;CENTRO;5;;2001-08-31;412;1469232.22470863;4973461.20095806
7205;PIAZZA;GIOSUE' CARDUCCI;15121;CENTRO;6;;2001-08-31;412;1469227.70891951;4973462.75393831
2200;VIA;ARNALDO DA BRESCIA;15121;CENTRO;13;;2001-08-31;386;1469267.3888056;4973465.29769996
17204;CORSO;VIRGINIA MARINI;15121;CENTRO;70;;2001-08-31;386;1469226.44021375;4973470.52778656
17204;CORSO;VIRGINIA MARINI;15121;CENTRO;68;;2001-08-31;386;1469227.68240319;4973474.29908976
2200;VIA;ARNALDO DA BRESCIA;15121;CENTRO;9;;2001-08-31;386;1469270.90728061;4973474.33305176
17204;CORSO;VIRGINIA MARINI;15121;CENTRO;66;;2001-08-31;386;1469229.24215961;4973479.06689556
2200;VIA;ARNALDO DA BRESCIA;15121;CENTRO;7;;2001-08-31;386;1469272.91047034;4973479.37989776
17204;CORSO;VIRGINIA MARINI;15121;CENTRO;64;;2001-08-31;386;1469230.37767511;4973482.60170235
17204;CORSO;VIRGINIA MARINI;15121;CENTRO;62;;2001-08-31;386;1469231.4886625;4973485.93638899
2200;VIA;ARNALDO DA BRESCIA;15121;CENTRO;5;;2001-08-31;386;1469276.31105218;4973488.01758582
17204;CORSO;VIRGINIA MARINI;15121;CENTRO;60;;2001-08-31;386;1469232.42590404;4973488.72528972
17204;CORSO;VIRGINIA MARINI;15121;CENTRO;58;;2001-08-31;386;1469233.47336992;4973491.93469838
17204;CORSO;VIRGINIA MARINI;15121;CENTRO;56;;2001-08-31;386;1469234.63643643;4973495.501905
2200;VIA;ARNALDO DA BRESCIA;15121;CENTRO;3;;2001-08-31;386;1469279.58698498;4973496.47093774
17204;CORSO;VIRGINIA MARINI;15121;CENTRO;54;;2001-08-31;386;1469236.04356675;4973499.82869176
17204;CORSO;VIRGINIA MARINI;15121;CENTRO;52;;2001-08-31;386;1469237.35226002;4973503.77132654
17204;CORSO;VIRGINIA MARINI;15121;CENTRO;50;;2001-08-31;386;1469238.58154634;4973507.54914217
17204;CORSO;VIRGINIA MARINI;15121;CENTRO;48;;2001-08-31;386;1469239.76530654;4973511.22919026
17204;CORSO;VIRGINIA MARINI;15121;CENTRO;46;;2001-08-31;386;1469241.16900819;4973515.41325142
17204;CORSO;VIRGINIA MARINI;15121;CENTRO;44;;2001-08-31;386;1469242.30490916;4973518.89364598
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;50;;2001-08-31;386;1469282.24910642;4973518.43438809
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;52;;2001-08-31;386;1469276.35156718;4973520.68902644
17204;CORSO;VIRGINIA MARINI;15121;CENTRO;42;;2001-08-31;386;1469243.5476058;4973522.62179676
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;54;;2001-08-31;386;1469269.74196214;4973523.16750153
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;56;;2001-08-31;386;1469265.31095629;4973524.83709681
17204;CORSO;VIRGINIA MARINI;15121;CENTRO;40;;2001-08-31;386;1469244.73773641;4973526.22844312
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;58;;2001-08-31;386;1469261.67036822;4973526.22237702
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;60;;2001-08-31;386;1469258.34525748;4973527.50418879
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;62;;2001-08-31;386;1469254.72696585;4973528.87542976
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;64;;2001-08-31;386;1469251.99016454;4973529.86209271
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;66;;2001-08-31;386;1469248.97361294;4973531.08289867
28600;VIA;GEROLAMO SAVONAROLA;15121;CENTRO;106;;2001-08-31;383;1470140.00491459;4973443.01654061
28600;VIA;GEROLAMO SAVONAROLA;15121;CENTRO;104;;2001-08-31;383;1470135.2244897;4973443.73420588
28600;VIA;GEROLAMO SAVONAROLA;15121;CENTRO;102;;2001-08-31;383;1470129.52248554;4973445.92727036
28600;VIA;GEROLAMO SAVONAROLA;15121;CENTRO;100;;2001-08-31;383;1470124.81588843;4973447.71883668
27104;VIA;SAN PIO QUINTO;15121;CENTRO;20;;2001-08-31;383;1470145.07563949;4973450.73950673
28600;VIA;GEROLAMO SAVONAROLA;15121;CENTRO;98;;2001-08-31;383;1470105.89856948;4973454.91764381
27104;VIA;SAN PIO QUINTO;15121;CENTRO;22;;2001-08-31;383;1470147.48825995;4973455.42090623
28600;VIA;GEROLAMO SAVONAROLA;15121;CENTRO;96;;2001-08-31;383;1470102.82541456;4973456.08967759
28600;VIA;GEROLAMO SAVONAROLA;15121;CENTRO;88;;2001-08-31;383;1470098.09530373;4973457.78278658
19404;VIA;MILLEOTTOCENTOVENTUNO;15121;CENTRO;95;;2001-08-31;388;1470294.36326387;4973487.77275107
19404;VIA;MILLEOTTOCENTOVENTUNO;15121;CENTRO;93;;2001-08-31;388;1470281.1042083;4973493.02489064
19404;VIA;MILLEOTTOCENTOVENTUNO;15121;CENTRO;91;;2001-08-31;388;1470268.41063822;4973497.98060326
27104;VIA;SAN PIO QUINTO;15121;CENTRO;23;;2001-08-31;388;1470178.04981661;4973499.34458115
19404;VIA;MILLEOTTOCENTOVENTUNO;15121;CENTRO;89;;2001-08-31;388;1470262.86211226;4973499.9925168
27104;VIA;SAN PIO QUINTO;15121;CENTRO;25;;2001-08-31;388;1470183.22693142;4973508.95229605
19404;VIA;MILLEOTTOCENTOVENTUNO;15121;CENTRO;85;;2001-08-31;388;1470234.07017039;4973510.85940214
19404;VIA;MILLEOTTOCENTOVENTUNO;15121;CENTRO;83;;2001-08-31;388;1470228.88719237;4973512.8254041
27104;VIA;SAN PIO QUINTO;15121;CENTRO;27;;2001-08-31;388;1470189.82560126;4973521.08829292
27104;VIA;SAN PIO QUINTO;15121;CENTRO;29;;2003-08-01;388;1470192.22115958;4973525.14324169
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;1;;2001-08-31;398;1469524.40205692;4973443.20830214
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;3;;2001-08-31;398;1469517.67190099;4973445.97034164
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;5;;2001-08-31;398;1469513.29680867;4973447.81510291
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;7;;2001-08-31;398;1469507.3702577;4973450.27844321
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;9;;2001-08-31;398;1469502.69236801;4973452.27954328
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;11;;2004-03-05;398;1469498.05525706;4973454.25140845
25401;CORSO;ROMA;15121;CENTRO;1;;2001-08-31;398;1469531.87004432;4973455.04663448
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;13;;2001-08-31;398;1469493.3712607;4973456.25745878
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;15;;2001-08-31;398;1469485.57785489;4973459.34568763
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;17;;2001-08-31;398;1469479.48043896;4973461.64913874
1403;VIA;ALESSANDRO TERZO;15121;CENTRO;19;;2001-08-31;398;1469473.51172966;4973463.82712928
31204;VIA;TROTTI;15121;CENTRO;16;;2001-08-31;398;1469474.26069921;4973475.86533832
31204;VIA;TROTTI;15121;CENTRO;14;;2001-08-31;398;1469475.36034564;4973478.86839844
31204;VIA;TROTTI;15121;CENTRO;12;;2001-08-31;398;1469477.2643071;4973484.55760092
31204;VIA;TROTTI;15121;CENTRO;10;;2001-08-31;398;1469478.14141522;4973487.18969622
31204;VIA;TROTTI;15121;CENTRO;8;;2001-08-31;398;1469479.42357189;4973490.69894022
11734;VIA;DELL'ERBA;15121;CENTRO;6;;2001-08-31;398;1469493.03760539;4973494.41307203
11734;VIA;DELL'ERBA;15121;CENTRO;8;;2001-08-31;398;1469490.93975217;4973495.87804324
31204;VIA;TROTTI;15121;CENTRO;6;;2001-08-31;398;1469482.77146597;4973499.59655725
7700;VIA;CARLO CASELLI;15121;CENTRO;17;;2001-08-31;399;1468814.35350416;4973435.93343555
7700;VIA;CARLO CASELLI;15121;CENTRO;19;;2001-08-31;399;1468789.41679666;4973444.18118958
7700;VIA;CARLO CASELLI;15121;CENTRO;25;;2001-08-31;399;1468776.14211938;4973446.89958974
7700;VIA;CARLO CASELLI;15121;CENTRO;23;;2001-08-31;399;1468780.62855187;4973447.06162945
7700;VIA;CARLO CASELLI;15121;CENTRO;27;;2001-08-31;399;1468772.03452343;4973448.25125285
7700;VIA;CARLO CASELLI;15121;CENTRO;29;;2001-08-31;399;1468767.60704768;4973449.71449959
7700;VIA;CARLO CASELLI;15121;CENTRO;31;;2001-08-31;399;1468761.37881517;4973451.77143205
7700;VIA;CARLO CASELLI;15121;CENTRO;33;;2001-08-31;399;1468754.57030725;4973455.5009624
7700;VIA;CARLO CASELLI;15121;CENTRO;35;;2001-08-31;399;1468746.7240108;4973456.60300282
12100;VIA;GALILEO FERRARIS;15121;CENTRO;16;;2001-08-31;399;1468825.11458795;4973461.95067826
12100;VIA;GALILEO FERRARIS;15121;CENTRO;18;;2001-08-31;399;1468829.43256974;4973475.51727858
25201;VIA;AUGUSTO RIGHI;15121;CENTRO;22;;2001-08-31;399;1468745.65581066;4973475.61395057
25201;VIA;AUGUSTO RIGHI;15121;CENTRO;18;;2001-08-31;399;1468760.39405928;4973476.28000334
25201;VIA;AUGUSTO RIGHI;15121;CENTRO;20;;2001-08-31;399;1468751.20005587;4973476.31234231
25201;VIA;AUGUSTO RIGHI;15121;CENTRO;16;;2001-08-31;399;1468769.08966939;4973477.43893111
25201;VIA;AUGUSTO RIGHI;15121;CENTRO;14;;2001-08-31;399;1468774.67613378;4973478.15324888
25201;VIA;AUGUSTO RIGHI;15121;CENTRO;12;;2001-08-31;399;1468781.53335301;4973479.02285046
25201;VIA;AUGUSTO RIGHI;15121;CENTRO;10;;2001-08-31;399;1468813.7392059;4973483.32508882
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;76;;2001-08-31;400;1470100.00001585;4973393.45541773
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;72;;2001-08-31;400;1470089.93975835;4973397.98954714
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;70;;2001-08-31;400;1470085.43449867;4973399.83144782
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;68;;2001-08-31;400;1470080.86815202;4973401.43768389
