Id;Stato;Anno;Creato;Chiusa;DescrizioneBreve;Categoria
877901;aperta;2023;2023-06-28;;App Municipium;Altro
878232;risolta;2023;2023-06-29;2023-07-11;App Municipium;Buche
878084;risolta;2023;2023-06-29;2023-07-11;App Municipium;Buche
878280;annullata;2023;2023-06-29;;App Municipium;Semafori e segnaletica stradale
878265;risolta;2023;2023-06-29;2023-06-30;App Municipium;Semafori e segnaletica stradale
878177;aperta;2023;2023-06-29;;App Municipium;Semafori e segnaletica stradale
877953;annullata;2023;2023-06-29;;App Municipium;Semafori e segnaletica stradale
878288;annullata;2023;2023-06-29;;App Municipium;Verde pubblico
878115;aperta;2023;2023-06-29;;App Municipium;Verde pubblico
878010;in carico;2023;2023-06-29;;App Municipium;Verde pubblico
878250;aperta;2023;2023-06-29;;App Municipium;Arredo urbano
878228;risolta;2023;2023-06-29;2023-07-11;App Municipium;Arredo urbano
878125;annullata;2023;2023-06-29;;App Municipium;Arredo urbano
878196;aperta;2023;2023-06-29;;App Municipium;Accessibilità ed inclusione delle persone con disabilità
878189;risolta;2023;2023-06-29;2023-06-29;App Municipium;Altro
878528;annullata;2023;2023-06-30;;App Municipium;Buche
878492;risolta;2023;2023-06-30;2023-07-11;App Municipium;Buche
878364;annullata;2023;2023-06-30;;App Municipium;Buche
878567;risolta;2023;2023-06-30;2023-07-11;App Municipium;Tombini
878478;risolta;2023;2023-06-30;2023-07-11;App Municipium;Tombini
878450;risolta;2023;2023-06-30;2023-07-11;App Municipium;Tombini
878476;risolta;2023;2023-06-30;2023-08-21;App Municipium;Cimiteri
878688;risolta;2023;2023-07-01;2023-07-03;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
879520;risolta;2023;2023-07-03;2023-07-11;App Municipium;Buche
879481;risolta;2023;2023-07-03;2023-07-11;App Municipium;Buche
879362;risolta;2023;2023-07-03;2023-07-11;App Municipium;Buche
879402;risolta;2023;2023-07-03;2023-07-04;App Municipium;Semafori e segnaletica stradale
879506;aperta;2023;2023-07-03;;App Municipium;Verde pubblico
879462;risolta;2023;2023-07-03;2023-08-07;App Municipium;Idee e proposte
879871;risolta;2023;2023-07-04;2023-07-11;App Municipium;Buche
879947;risolta;2023;2023-07-04;2023-07-11;App Municipium;Tombini
879929;risolta;2023;2023-07-04;2023-07-11;App Municipium;Tombini
879874;risolta;2023;2023-07-04;2023-07-05;App Municipium;Semafori e segnaletica stradale
879801;aperta;2023;2023-07-04;;App Municipium;Semafori e segnaletica stradale
879718;aperta;2023;2023-07-04;;App Municipium;Semafori e segnaletica stradale
879906;aperta;2023;2023-07-04;;App Municipium;Verde pubblico
879672;aperta;2023;2023-07-04;;App Municipium;Verde pubblico
879732;aperta;2023;2023-07-04;;App Municipium;Parchi gioco e aree cani
879589;risolta;2023;2023-07-04;2023-07-04;App Municipium;Parchi gioco e aree cani
879686;risolta;2023;2023-07-04;2023-07-11;App Municipium;Accessibilità ed inclusione delle persone con disabilità
880311;risolta;2023;2023-07-05;2023-07-11;App Municipium;Buche
880126;risolta;2023;2023-07-05;2023-07-11;App Municipium;Semafori e segnaletica stradale
880254;aperta;2023;2023-07-05;;App Municipium;Verde pubblico
880100;risolta;2023;2023-07-05;2023-07-10;App Municipium;Verde pubblico
880055;risolta;2023;2023-07-05;2023-07-10;App Municipium;Idee e proposte
880667;risolta;2023;2023-07-06;2023-07-11;App Municipium;Buche
880571;risolta;2023;2023-07-06;2023-07-11;App Municipium;Buche
880570;risolta;2023;2023-07-06;2023-07-11;App Municipium;Buche
880568;risolta;2023;2023-07-06;2023-07-11;App Municipium;Buche
880414;risolta;2023;2023-07-06;2023-07-11;App Municipium;Buche
880637;risolta;2023;2023-07-06;2023-07-11;App Municipium;Parchi gioco e aree cani
880626;risolta;2023;2023-07-06;2023-08-21;App Municipium;Cimiteri
880498;risolta;2023;2023-07-06;2023-07-11;App Municipium;Accessibilità ed inclusione delle persone con disabilità
880915;risolta;2023;2023-07-07;2023-07-11;App Municipium;Buche
880962;risolta;2023;2023-07-07;2023-07-11;App Municipium;Tombini
880736;aperta;2023;2023-07-07;;App Municipium;Semafori e segnaletica stradale
880934;aperta;2023;2023-07-07;;App Municipium;Verde pubblico
880788;risolta;2023;2023-07-07;2023-07-10;App Municipium;Verde pubblico
881008;risolta;2023;2023-07-07;2023-10-10;App Municipium;Arredo urbano
880966;risolta;2023;2023-07-07;2023-07-11;App Municipium;Arredo urbano
880910;aperta;2023;2023-07-07;;App Municipium;Arredo urbano
881067;aperta;2023;2023-07-07;;App Municipium;Parchi gioco e aree cani
881069;risolta;2023;2023-07-07;2023-10-30;App Municipium;Idee e proposte
881138;risolta;2023;2023-07-08;2023-07-11;App Municipium;Buche
881251;aperta;2023;2023-07-08;;App Municipium;Arredo urbano
881444;risolta;2023;2023-07-09;2023-07-11;App Municipium;Buche
881418;risolta;2023;2023-07-09;2023-09-15;App Municipium;Buche
881406;risolta;2023;2023-07-09;2023-07-11;App Municipium;Buche
881310;risolta;2023;2023-07-09;2023-07-11;App Municipium;Tombini
881449;aperta;2023;2023-07-09;;App Municipium;Parchi gioco e aree cani
881317;aperta;2023;2023-07-09;;App Municipium;Accessibilità ed inclusione delle persone con disabilità
881390;risolta;2023;2023-07-09;2023-07-10;App Municipium;Altro
881367;risolta;2023;2023-07-09;2023-07-10;App Municipium;Altro
881789;risolta;2023;2023-07-10;2023-07-11;App Municipium;Buche
881488;risolta;2023;2023-07-10;2023-07-11;App Municipium;Buche
881748;risolta;2023;2023-07-10;2023-07-11;App Municipium;Semafori e segnaletica stradale
881737;risolta;2023;2023-07-10;2023-07-18;App Municipium;Verde pubblico
881862;risolta;2023;2023-07-10;2023-07-11;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
884883;risolta;2023;2023-07-11;2023-09-15;App Municipium;Buche
881950;risolta;2023;2023-07-11;2023-07-11;App Municipium;Tombini
884911;aperta;2023;2023-07-11;;App Municipium;Verde pubblico
884856;risolta;2023;2023-07-11;2023-07-12;App Municipium;Idee e proposte
881940;risolta;2023;2023-07-11;2023-07-11;App Municipium;Altro
885302;risolta;2023;2023-07-12;2023-09-18;App Municipium;Buche
885250;risolta;2023;2023-07-12;2023-09-18;App Municipium;Buche
885219;risolta;2023;2023-07-12;2023-09-18;App Municipium;Buche
884980;risolta;2023;2023-07-12;2023-09-15;App Municipium;Buche
884981;risolta;2023;2023-07-12;2023-09-15;App Municipium;Tombini
885003;annullata;2023;2023-07-12;;App Municipium;Semafori e segnaletica stradale
885239;risolta;2023;2023-07-12;2023-07-18;App Municipium;Verde pubblico
885161;risolta;2023;2023-07-12;2023-07-13;App Municipium;Acquedotto e fognature
885887;risolta;2023;2023-07-13;2023-09-18;App Municipium;Buche
885873;risolta;2023;2023-07-13;2023-09-18;App Municipium;Buche
885770;risolta;2023;2023-07-13;2023-09-18;App Municipium;Buche
885686;risolta;2023;2023-07-13;2023-09-18;App Municipium;Buche
885353;risolta;2023;2023-07-13;2023-09-18;App Municipium;Buche
885815;risolta;2023;2023-07-13;2023-07-14;App Municipium;Semafori e segnaletica stradale
885718;risolta;2023;2023-07-13;2023-07-14;App Municipium;Semafori e segnaletica stradale
885745;aperta;2023;2023-07-13;;App Municipium;Verde pubblico
885741;aperta;2023;2023-07-13;;App Municipium;Arredo urbano
885730;risolta;2023;2023-07-13;2023-07-14;App Municipium;Arredo urbano
885726;risolta;2023;2023-07-13;2023-07-13;App Municipium;Altro
885725;risolta;2023;2023-07-13;2023-07-13;App Municipium;Altro
885719;risolta;2023;2023-07-13;2023-07-13;App Municipium;Altro
885447;aperta;2023;2023-07-13;;App Municipium;Altro
886259;risolta;2023;2023-07-14;2023-07-17;App Municipium;Buche
886429;aperta;2023;2023-07-14;;App Municipium;Semafori e segnaletica stradale
886033;aperta;2023;2023-07-14;;App Municipium;Semafori e segnaletica stradale
886245;aperta;2023;2023-07-14;;App Municipium;Verde pubblico
886201;risolta;2023;2023-07-14;2023-07-28;App Municipium;Verde pubblico
886462;aperta;2023;2023-07-14;;App Municipium;Arredo urbano
886461;aperta;2023;2023-07-14;;App Municipium;Altro
886332;risolta;2023;2023-07-14;2023-07-31;App Municipium;Altro
886107;risolta;2023;2023-07-14;2023-07-14;App Municipium;Altro
886597;risolta;2023;2023-07-15;2023-07-17;App Municipium;Buche
886570;risolta;2023;2023-07-15;2023-07-20;App Municipium;Buche
886533;risolta;2023;2023-07-15;2023-07-17;App Municipium;Buche
886642;aperta;2023;2023-07-15;;App Municipium;Semafori e segnaletica stradale
886515;risolta;2023;2023-07-15;2023-07-17;App Municipium;Semafori e segnaletica stradale
886886;risolta;2023;2023-07-16;2023-09-18;App Municipium;Tombini
886773;risolta;2023;2023-07-16;2023-09-18;App Municipium;Tombini
886859;risolta;2023;2023-07-16;2023-07-18;App Municipium;Verde pubblico
886809;risolta;2023;2023-07-16;2023-08-21;App Municipium;Cimiteri
886801;risolta;2023;2023-07-16;2023-07-19;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
886972;aperta;2023;2023-07-16;;App Municipium;Altro
887156;risolta;2023;2023-07-17;2023-07-21;App Municipium;Semafori e segnaletica stradale
887121;risolta;2023;2023-07-17;2023-07-17;App Municipium;Semafori e segnaletica stradale
887502;risolta;2023;2023-07-17;2023-07-18;App Municipium;Verde pubblico
887136;risolta;2023;2023-07-17;2023-07-17;App Municipium;Arredo urbano
887120;aperta;2023;2023-07-17;;App Municipium;Arredo urbano
887390;aperta;2023;2023-07-17;;App Municipium;Accessibilità ed inclusione delle persone con disabilità
887123;aperta;2023;2023-07-17;;App Municipium;Accessibilità ed inclusione delle persone con disabilità
887447;aperta;2023;2023-07-17;;App Municipium;Idee e proposte
889539;risolta;2023;2023-07-19;2023-09-18;App Municipium;Buche
889397;risolta;2023;2023-07-19;2023-07-20;App Municipium;Buche
889295;risolta;2023;2023-07-19;2023-09-18;App Municipium;Buche
889291;risolta;2023;2023-07-19;2023-09-18;App Municipium;Buche
889383;risolta;2023;2023-07-19;2023-07-20;App Municipium;Semafori e segnaletica stradale
889548;aperta;2023;2023-07-19;;App Municipium;Verde pubblico
889470;risolta;2023;2023-07-19;2023-07-28;App Municipium;Verde pubblico
889348;risolta;2023;2023-07-19;2023-07-20;App Municipium;Verde pubblico
889282;risolta;2023;2023-07-19;2023-07-20;App Municipium;Arredo urbano
889283;risolta;2023;2023-07-19;2023-07-28;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
889745;aperta;2023;2023-07-20;;App Municipium;Verde pubblico
889896;risolta;2023;2023-07-20;2023-07-20;App Municipium;Arredo urbano
889815;risolta;2023;2023-07-20;2023-09-18;App Municipium;Idee e proposte
890522;risolta;2023;2023-07-21;2023-09-18;App Municipium;Buche
890276;aperta;2023;2023-07-21;;App Municipium;Parchi gioco e aree cani
890926;risolta;2023;2023-07-22;2023-09-18;App Municipium;Buche
891094;risolta;2023;2023-07-22;2023-10-30;App Municipium;Altro
891334;risolta;2023;2023-07-23;2023-09-18;App Municipium;Buche
891291;risolta;2023;2023-07-23;2023-07-27;App Municipium;Semafori e segnaletica stradale
891314;risolta;2023;2023-07-23;2023-07-24;App Municipium;Acquedotto e fognature
892036;risolta;2023;2023-07-24;2023-09-18;App Municipium;Buche
891796;risolta;2023;2023-07-24;2023-09-18;App Municipium;Buche
891842;risolta;2023;2023-07-24;2023-07-25;App Municipium;Semafori e segnaletica stradale
891867;risolta;2023;2023-07-24;2023-07-28;App Municipium;Verde pubblico
892037;risolta;2023;2023-07-24;2023-07-25;App Municipium;Arredo urbano
891870;risolta;2023;2023-07-24;2023-07-25;App Municipium;Arredo urbano
891601;aperta;2023;2023-07-24;;App Municipium;Arredo urbano
891773;in carico;2023;2023-07-24;;App Municipium;Cimiteri
891771;risolta;2023;2023-07-24;2023-12-14;App Municipium;Accessibilità ed inclusione delle persone con disabilità
891816;risolta;2023;2023-07-24;2023-08-08;App Municipium;Altro
892601;risolta;2023;2023-07-25;2023-09-18;App Municipium;Tombini
892335;annullata;2023;2023-07-25;;App Municipium;Verde pubblico
892313;aperta;2023;2023-07-25;;App Municipium;Verde pubblico
892298;aperta;2023;2023-07-25;;App Municipium;Verde pubblico
893338;risolta;2023;2023-07-26;2023-09-18;App Municipium;Buche
893225;risolta;2023;2023-07-26;2023-09-18;App Municipium;Buche
892943;risolta;2023;2023-07-26;2023-09-18;App Municipium;Buche
892904;risolta;2023;2023-07-26;2023-09-18;App Municipium;Tombini
893460;risolta;2023;2023-07-26;2023-07-31;App Municipium;Semafori e segnaletica stradale
893405;risolta;2023;2023-07-26;2023-07-27;App Municipium;Semafori e segnaletica stradale
893286;aperta;2023;2023-07-26;;App Municipium;Verde pubblico
893282;aperta;2023;2023-07-26;;App Municipium;Verde pubblico
893446;annullata;2023;2023-07-26;;App Municipium;Altro
893144;risolta;2023;2023-07-26;2023-07-28;App Municipium;Altro
893512;risolta;2023;2023-07-27;2023-09-18;App Municipium;Buche
893646;risolta;2023;2023-07-27;2023-09-18;App Municipium;Tombini
893779;aperta;2023;2023-07-27;;App Municipium;Semafori e segnaletica stradale
893904;risolta;2023;2023-07-27;2023-07-28;App Municipium;Arredo urbano
893617;risolta;2023;2023-07-27;2023-08-21;App Municipium;Cimiteri
894526;risolta;2023;2023-07-28;2023-09-18;App Municipium;Buche
894070;aperta;2023;2023-07-28;;App Municipium;Semafori e segnaletica stradale
894051;risolta;2023;2023-07-28;2023-12-12;App Municipium;Semafori e segnaletica stradale
894371;annullata;2023;2023-07-28;;App Municipium;Verde pubblico
894555;aperta;2023;2023-07-28;;App Municipium;Altro
894342;risolta;2023;2023-07-28;2023-07-31;App Municipium;Altro
894237;risolta;2023;2023-07-28;2023-07-31;App Municipium;Altro
894756;risolta;2023;2023-07-29;2023-09-18;App Municipium;Buche
894792;annullata;2023;2023-07-29;;App Municipium;Verde pubblico
894567;risolta;2023;2023-07-29;2023-07-31;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
895002;risolta;2023;2023-07-30;2023-09-18;App Municipium;Buche
894954;risolta;2023;2023-07-30;2023-09-18;App Municipium;Tombini
894847;risolta;2023;2023-07-30;2023-09-18;App Municipium;Tombini
895086;risolta;2023;2023-07-30;2023-11-03;App Municipium;Altro
895670;risolta;2023;2023-07-31;2023-08-01;App Municipium;Arredo urbano
895263;in carico;2023;2023-07-31;;App Municipium;Cimiteri
896036;risolta;2023;2023-08-01;2023-09-18;App Municipium;Buche
895818;risolta;2023;2023-08-01;2023-08-23;App Municipium;Verde pubblico
895779;annullata;2023;2023-08-01;;App Municipium;Verde pubblico
896157;risolta;2023;2023-08-01;2023-08-03;App Municipium;Arredo urbano
896123;risolta;2023;2023-08-01;2023-08-03;App Municipium;Arredo urbano
895931;risolta;2023;2023-08-01;2023-08-03;App Municipium;Arredo urbano
895752;aperta;2023;2023-08-01;;App Municipium;Arredo urbano
895919;risolta;2023;2023-08-01;2023-08-01;App Municipium;Altro
896635;risolta;2023;2023-08-02;2023-09-18;App Municipium;Buche
896573;risolta;2023;2023-08-02;2023-09-18;App Municipium;Buche
896491;risolta;2023;2023-08-02;2023-09-18;App Municipium;Buche
896451;risolta;2023;2023-08-02;2023-09-18;App Municipium;Buche
896726;risolta;2023;2023-08-02;2023-08-03;App Municipium;Arredo urbano
896616;risolta;2023;2023-08-02;2023-10-30;App Municipium;Arredo urbano
896356;aperta;2023;2023-08-02;;App Municipium;Altro
897179;risolta;2023;2023-08-03;2023-09-18;App Municipium;Buche
896925;risolta;2023;2023-08-03;2023-08-03;App Municipium;Buche
896779;risolta;2023;2023-08-03;2023-09-18;App Municipium;Buche
896869;risolta;2023;2023-08-03;2023-08-03;App Municipium;Semafori e segnaletica stradale
897092;aperta;2023;2023-08-03;;App Municipium;Verde pubblico
897064;aperta;2023;2023-08-03;;App Municipium;Verde pubblico
897063;aperta;2023;2023-08-03;;App Municipium;Verde pubblico
896833;aperta;2023;2023-08-03;;App Municipium;Arredo urbano
896828;risolta;2023;2023-08-03;2023-08-03;App Municipium;Accessibilità ed inclusione delle persone con disabilità
897540;risolta;2023;2023-08-04;2023-09-18;App Municipium;Buche
897586;aperta;2023;2023-08-04;;App Municipium;Verde pubblico
897533;aperta;2023;2023-08-04;;App Municipium;Verde pubblico
897364;risolta;2023;2023-08-04;2023-11-29;App Municipium;Arredo urbano
897542;aperta;2023;2023-08-04;;App Municipium;Parchi gioco e aree cani
897558;risolta;2023;2023-08-04;2023-08-07;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
897292;risolta;2023;2023-08-04;2023-08-04;App Municipium;Idee e proposte
897790;aperta;2023;2023-08-05;;App Municipium;Parchi gioco e aree cani
897982;annullata;2023;2023-08-06;;App Municipium;Semafori e segnaletica stradale
898366;risolta;2023;2023-08-07;2023-09-18;App Municipium;Buche
898313;risolta;2023;2023-08-07;2023-09-18;App Municipium;Buche
898130;risolta;2023;2023-08-07;2023-09-18;App Municipium;Tombini
898228;risolta;2023;2023-08-07;2023-08-08;App Municipium;Semafori e segnaletica stradale
898304;risolta;2023;2023-08-07;2023-08-08;App Municipium;Arredo urbano
898422;annullata;2023;2023-08-07;;App Municipium;Parchi gioco e aree cani
898290;aperta;2023;2023-08-07;;App Municipium;Parchi gioco e aree cani
898419;annullata;2023;2023-08-07;;App Municipium;Altro
898944;risolta;2023;2023-08-08;2023-09-18;App Municipium;Tombini
898622;risolta;2023;2023-08-08;2023-09-18;App Municipium;Tombini
898951;aperta;2023;2023-08-08;;App Municipium;Semafori e segnaletica stradale
898647;risolta;2023;2023-08-08;2023-08-08;App Municipium;Semafori e segnaletica stradale
898565;aperta;2023;2023-08-08;;App Municipium;Verde pubblico
898953;aperta;2023;2023-08-08;;App Municipium;Parchi gioco e aree cani
898708;risolta;2023;2023-08-08;2023-08-08;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
898910;aperta;2023;2023-08-08;;App Municipium;Idee e proposte
899388;risolta;2023;2023-08-09;2023-08-10;App Municipium;Buche
899259;risolta;2023;2023-08-09;2023-08-10;App Municipium;Arredo urbano
899060;risolta;2023;2023-08-09;2023-08-10;App Municipium;Parchi gioco e aree cani
899278;risolta;2023;2023-08-09;2023-08-17;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
899292;risolta;2023;2023-08-09;2023-08-11;App Municipium;Altro
899810;risolta;2023;2023-08-10;2023-09-15;App Municipium;Buche
899788;risolta;2023;2023-08-10;2023-09-18;App Municipium;Buche
899787;risolta;2023;2023-08-10;2023-09-18;App Municipium;Buche
899724;aperta;2023;2023-08-10;;App Municipium;Verde pubblico
899719;aperta;2023;2023-08-10;;App Municipium;Verde pubblico
899469;aperta;2023;2023-08-10;;App Municipium;Verde pubblico
899822;risolta;2023;2023-08-10;2023-08-16;App Municipium;Arredo urbano
899604;risolta;2023;2023-08-10;2023-08-16;App Municipium;Parchi gioco e aree cani
899528;annullata;2023;2023-08-10;;App Municipium;Parchi gioco e aree cani
899790;annullata;2023;2023-08-10;;App Municipium;Cimiteri
899758;risolta;2023;2023-08-10;2023-08-16;App Municipium;Idee e proposte
899996;risolta;2023;2023-08-11;2023-09-18;App Municipium;Buche
899979;risolta;2023;2023-08-11;2023-09-18;App Municipium;Buche
900150;aperta;2023;2023-08-11;;App Municipium;Verde pubblico
899969;aperta;2023;2023-08-11;;App Municipium;Verde pubblico
900067;aperta;2023;2023-08-11;;App Municipium;Tutela animali
900091;risolta;2023;2023-08-11;2023-08-23;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
900051;risolta;2023;2023-08-11;2023-12-10;App Municipium;Altro
900349;risolta;2023;2023-08-12;2023-09-18;App Municipium;Buche
900303;risolta;2023;2023-08-12;2023-09-18;App Municipium;Buche
900314;risolta;2023;2023-08-12;2023-08-16;App Municipium;Arredo urbano
900356;in carico;2023;2023-08-12;;App Municipium;Cimiteri
900344;risolta;2023;2023-08-12;2023-08-18;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
900463;risolta;2023;2023-08-13;2023-09-18;App Municipium;Buche
900422;risolta;2023;2023-08-13;2023-08-16;App Municipium;Semafori e segnaletica stradale
900477;aperta;2023;2023-08-13;;App Municipium;Verde pubblico
900511;risolta;2023;2023-08-13;2023-08-16;App Municipium;Altro
900775;risolta;2023;2023-08-14;2023-09-18;App Municipium;Buche
900702;risolta;2023;2023-08-14;2023-09-18;App Municipium;Buche
900636;risolta;2023;2023-08-14;2023-09-18;App Municipium;Buche
900713;risolta;2023;2023-08-14;2023-08-16;App Municipium;Altro
901173;risolta;2023;2023-08-16;2023-09-18;App Municipium;Buche
901457;risolta;2023;2023-08-17;2023-09-18;App Municipium;Tombini
901793;risolta;2023;2023-08-18;2023-08-23;App Municipium;Verde pubblico
901694;aperta;2023;2023-08-18;;App Municipium;Accessibilità ed inclusione delle persone con disabilità
901980;risolta;2023;2023-08-19;2023-09-18;App Municipium;Buche
902040;aperta;2023;2023-08-19;;App Municipium;Arredo urbano
902056;annullata;2023;2023-08-19;;App Municipium;Altro
902230;aperta;2023;2023-08-20;;App Municipium;Semafori e segnaletica stradale
902140;in carico;2023;2023-08-20;;App Municipium;Cimiteri
902133;in carico;2023;2023-08-20;;App Municipium;Cimiteri
902209;risolta;2023;2023-08-20;2023-08-23;App Municipium;Altro
902181;risolta;2023;2023-08-20;2023-08-23;App Municipium;Altro
902724;risolta;2023;2023-08-21;2023-09-18;App Municipium;Buche
902725;aperta;2023;2023-08-21;;App Municipium;Parchi gioco e aree cani
902598;risolta;2023;2023-08-21;2023-08-23;App Municipium;Parchi gioco e aree cani
902448;risolta;2023;2023-08-21;2023-09-18;App Municipium;Parchi gioco e aree cani
902500;risolta;2023;2023-08-21;2023-08-23;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
903188;risolta;2023;2023-08-22;2023-09-18;App Municipium;Buche
903225;risolta;2023;2023-08-22;2023-08-23;App Municipium;Parchi gioco e aree cani
903082;risolta;2023;2023-08-22;2023-08-23;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
903296;risolta;2023;2023-08-23;2023-10-30;App Municipium;Semafori e segnaletica stradale
903539;risolta;2023;2023-08-23;2023-08-24;App Municipium;Altro
904093;risolta;2023;2023-08-24;2023-09-18;App Municipium;Buche
904092;risolta;2023;2023-08-24;2023-09-18;App Municipium;Buche
903816;aperta;2023;2023-08-24;;App Municipium;Semafori e segnaletica stradale
904014;aperta;2023;2023-08-24;;App Municipium;Arredo urbano
903903;aperta;2023;2023-08-24;;App Municipium;Arredo urbano
903842;aperta;2023;2023-08-24;;App Municipium;Arredo urbano
903817;aperta;2023;2023-08-24;;App Municipium;Arredo urbano
904015;aperta;2023;2023-08-24;;App Municipium;Parchi gioco e aree cani
903835;aperta;2023;2023-08-24;;App Municipium;Accessibilità ed inclusione delle persone con disabilità
904732;risolta;2023;2023-08-25;2023-09-18;App Municipium;Buche
904425;risolta;2023;2023-08-25;2023-09-18;App Municipium;Buche
904331;risolta;2023;2023-08-25;2023-09-18;App Municipium;Buche
904652;annullata;2023;2023-08-25;;App Municipium;Verde pubblico
904659;aperta;2023;2023-08-25;;App Municipium;Altro
904539;aperta;2023;2023-08-25;;App Municipium;Altro
904796;risolta;2023;2023-08-26;2023-09-18;App Municipium;Tombini
904942;aperta;2023;2023-08-26;;App Municipium;Verde pubblico
905115;risolta;2023;2023-08-27;2023-08-28;App Municipium;Altro
906706;risolta;2023;2023-08-29;2023-09-18;App Municipium;Buche
906648;risolta;2023;2023-08-29;2023-09-18;App Municipium;Buche
906615;risolta;2023;2023-08-29;2023-09-18;App Municipium;Buche
906113;risolta;2023;2023-08-29;2023-09-18;App Municipium;Buche
906514;risolta;2023;2023-08-29;2023-09-18;App Municipium;Tombini
906062;aperta;2023;2023-08-29;;App Municipium;Parchi gioco e aree cani
906526;aperta;2023;2023-08-29;;App Municipium;Altro
907154;risolta;2023;2023-08-30;2023-09-18;App Municipium;Buche
907048;risolta;2023;2023-08-30;2023-09-18;App Municipium;Buche
906905;risolta;2023;2023-08-30;2023-09-18;App Municipium;Buche
907120;risolta;2023;2023-08-30;2023-09-18;App Municipium;Tombini
906941;annullata;2023;2023-08-30;;App Municipium;Semafori e segnaletica stradale
906940;risolta;2023;2023-08-30;2023-09-29;App Municipium;Verde pubblico
906921;aperta;2023;2023-08-30;;App Municipium;Verde pubblico
907081;risolta;2023;2023-08-30;2023-09-05;App Municipium;Parchi gioco e aree cani
906953;aperta;2023;2023-08-30;;App Municipium;Parchi gioco e aree cani
907830;risolta;2023;2023-08-31;2023-09-18;App Municipium;Buche
907529;risolta;2023;2023-08-31;2023-09-18;App Municipium;Buche
907459;risolta;2023;2023-08-31;2023-09-18;App Municipium;Buche
907804;risolta;2023;2023-08-31;2023-09-05;App Municipium;Semafori e segnaletica stradale
907807;annullata;2023;2023-08-31;;App Municipium;Verde pubblico
908191;risolta;2023;2023-09-01;2023-09-18;App Municipium;Tombini
908312;risolta;2023;2023-09-01;2023-09-05;App Municipium;Arredo urbano
908372;aperta;2023;2023-09-01;;App Municipium;Altro
908671;risolta;2023;2023-09-02;2023-09-18;App Municipium;Tombini
908657;risolta;2023;2023-09-02;2023-09-04;App Municipium;Semafori e segnaletica stradale
908704;risolta;2023;2023-09-02;2023-09-04;App Municipium;Parchi gioco e aree cani
908796;aperta;2023;2023-09-03;;App Municipium;Arredo urbano
909637;risolta;2023;2023-09-04;2023-09-18;App Municipium;Buche
909778;risolta;2023;2023-09-04;2023-09-29;App Municipium;Verde pubblico
909235;aperta;2023;2023-09-04;;App Municipium;Verde pubblico
909191;aperta;2023;2023-09-04;;App Municipium;Parchi gioco e aree cani
909742;aperta;2023;2023-09-04;;App Municipium;Accessibilità ed inclusione delle persone con disabilità
910472;risolta;2023;2023-09-05;2023-09-18;App Municipium;Buche
910353;risolta;2023;2023-09-05;2023-09-18;App Municipium;Buche
910610;risolta;2023;2023-09-05;2023-09-06;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
911224;risolta;2023;2023-09-06;2023-09-18;App Municipium;Buche
911378;aperta;2023;2023-09-06;;App Municipium;Semafori e segnaletica stradale
912256;risolta;2023;2023-09-07;2023-09-18;App Municipium;Buche
911663;risolta;2023;2023-09-07;2023-09-18;App Municipium;Buche
911787;aperta;2023;2023-09-07;;App Municipium;Semafori e segnaletica stradale
912325;aperta;2023;2023-09-07;;App Municipium;Verde pubblico
911574;aperta;2023;2023-09-07;;App Municipium;Verde pubblico
911881;risolta;2023;2023-09-07;2023-09-07;App Municipium;Altro
911647;risolta;2023;2023-09-07;2023-10-10;App Municipium;Altro
912497;risolta;2023;2023-09-08;2023-09-18;App Municipium;Buche
913044;risolta;2023;2023-09-08;2023-09-18;App Municipium;Arredo urbano
912912;risolta;2023;2023-09-08;2023-09-18;App Municipium;Parchi gioco e aree cani
913248;risolta;2023;2023-09-09;2023-09-29;App Municipium;Verde pubblico
913423;in carico;2023;2023-09-09;;App Municipium;Cimiteri
913756;risolta;2023;2023-09-10;2023-09-18;App Municipium;Buche
913725;risolta;2023;2023-09-10;2023-09-18;App Municipium;Buche
913600;risolta;2023;2023-09-10;2023-10-10;App Municipium;Altro
914634;risolta;2023;2023-09-11;2023-09-18;App Municipium;Buche
914601;risolta;2023;2023-09-11;2023-09-18;App Municipium;Buche
913894;annullata;2023;2023-09-11;;App Municipium;Semafori e segnaletica stradale
913852;aperta;2023;2023-09-11;;App Municipium;Verde pubblico
914163;risolta;2023;2023-09-11;2023-10-10;App Municipium;Altro
913895;aperta;2023;2023-09-11;;App Municipium;Altro
915240;risolta;2023;2023-09-12;2023-09-18;App Municipium;Buche
915404;risolta;2023;2023-09-12;2023-09-18;App Municipium;Tombini
915193;risolta;2023;2023-09-12;2023-09-18;App Municipium;Tombini
