Id;Stato;Anno;Creato;Chiusa;DescrizioneBreve;Categoria
655788;risolta;2023;2023-05-08;2023-05-25;App Municipium;Buche
656797;risolta;2023;2023-05-10;2023-06-13;App Municipium;Buche
656796;risolta;2023;2023-05-10;2023-05-11;App Municipium;Buche
656794;risolta;2023;2023-05-10;2023-06-13;App Municipium;Buche
656782;risolta;2023;2023-05-10;2023-06-13;App Municipium;Buche
656773;risolta;2023;2023-05-10;2023-05-11;App Municipium;Buche
656761;risolta;2023;2023-05-10;2023-05-11;App Municipium;Buche
656760;risolta;2023;2023-05-10;2023-06-13;App Municipium;Buche
656732;risolta;2023;2023-05-10;2023-06-13;App Municipium;Buche
656731;risolta;2023;2023-05-10;2023-06-13;App Municipium;Buche
656686;aperta;2023;2023-05-10;;App Municipium;Buche
656676;in carico;2023;2023-05-10;;App Municipium;Buche
656664;risolta;2023;2023-05-10;2023-05-11;App Municipium;Buche
656660;risolta;2023;2023-05-10;2023-05-15;App Municipium;Buche
656618;risolta;2023;2023-05-10;2023-06-12;App Municipium;Buche
656539;risolta;2023;2023-05-10;2023-05-17;App Municipium;Buche
656534;risolta;2023;2023-05-10;2023-05-16;App Municipium;Buche
656848;risolta;2023;2023-05-10;2023-06-05;App Municipium;Tombini
656779;risolta;2023;2023-05-10;2023-06-05;App Municipium;Tombini
656740;annullata;2023;2023-05-10;;App Municipium;Tombini
656634;risolta;2023;2023-05-10;2023-06-05;App Municipium;Tombini
656834;risolta;2023;2023-05-10;2023-05-11;App Municipium;Semafori e segnaletica stradale
656806;risolta;2023;2023-05-10;2023-05-11;App Municipium;Semafori e segnaletica stradale
656805;risolta;2023;2023-05-10;2023-05-11;App Municipium;Semafori e segnaletica stradale
656800;risolta;2023;2023-05-10;2023-05-11;App Municipium;Semafori e segnaletica stradale
656798;risolta;2023;2023-05-10;2023-05-11;App Municipium;Semafori e segnaletica stradale
656795;risolta;2023;2023-05-10;2023-05-11;App Municipium;Semafori e segnaletica stradale
656776;risolta;2023;2023-05-10;2023-05-11;App Municipium;Semafori e segnaletica stradale
656770;risolta;2023;2023-05-10;2023-05-11;App Municipium;Semafori e segnaletica stradale
656767;risolta;2023;2023-05-10;2023-05-11;App Municipium;Semafori e segnaletica stradale
656719;risolta;2023;2023-05-10;2023-06-12;App Municipium;Semafori e segnaletica stradale
656711;risolta;2023;2023-05-10;2023-05-11;App Municipium;Semafori e segnaletica stradale
656636;risolta;2023;2023-05-10;2023-05-11;App Municipium;Semafori e segnaletica stradale
656849;aperta;2023;2023-05-10;;App Municipium;Verde pubblico
656825;aperta;2023;2023-05-10;;App Municipium;Verde pubblico
656816;aperta;2023;2023-05-10;;App Municipium;Verde pubblico
656809;risolta;2023;2023-05-10;2023-06-05;App Municipium;Verde pubblico
656793;annullata;2023;2023-05-10;;App Municipium;Verde pubblico
656765;chiusa;2023;2023-05-10;2023-05-16;App Municipium;Verde pubblico
656741;risolta;2023;2023-05-10;2023-06-01;App Municipium;Verde pubblico
656723;in carico;2023;2023-05-10;;App Municipium;Verde pubblico
656705;in carico;2023;2023-05-10;;App Municipium;Verde pubblico
656696;risolta;2023;2023-05-10;2023-06-01;App Municipium;Verde pubblico
656683;chiusa;2023;2023-05-10;2023-05-16;App Municipium;Verde pubblico
656813;risolta;2023;2023-05-10;2023-05-11;App Municipium;Arredo urbano
656774;risolta;2023;2023-05-10;2023-05-11;App Municipium;Arredo urbano
656772;in carico;2023;2023-05-10;;App Municipium;Arredo urbano
656747;risolta;2023;2023-05-10;2023-06-12;App Municipium;Arredo urbano
656715;risolta;2023;2023-05-10;2023-05-11;App Municipium;Arredo urbano
656653;risolta;2023;2023-05-10;2023-05-17;App Municipium;Arredo urbano
656799;risolta;2023;2023-05-10;2023-05-11;App Municipium;Parchi gioco e aree cani
656737;risolta;2023;2023-05-10;2023-05-11;App Municipium;Parchi gioco e aree cani
656727;risolta;2023;2023-05-10;2023-05-11;App Municipium;Parchi gioco e aree cani
656666;risolta;2023;2023-05-10;2023-05-11;App Municipium;Parchi gioco e aree cani
656650;risolta;2023;2023-05-10;2023-05-11;App Municipium;Parchi gioco e aree cani
656647;risolta;2023;2023-05-10;2023-05-11;App Municipium;Parchi gioco e aree cani
656721;in carico;2023;2023-05-10;;App Municipium;Cimiteri
656847;risolta;2023;2023-05-10;2023-05-15;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
656819;risolta;2023;2023-05-10;2023-05-15;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
656783;risolta;2023;2023-05-10;2023-05-11;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
656748;risolta;2023;2023-05-10;2023-05-11;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
656712;risolta;2023;2023-05-10;2023-05-17;App Municipium;Idee e proposte
656667;risolta;2023;2023-05-10;2023-05-30;App Municipium;Idee e proposte
656850;risolta;2023;2023-05-10;2023-05-12;App Municipium;Altro
656832;risolta;2023;2023-05-10;2023-05-24;App Municipium;Altro
656804;risolta;2023;2023-05-10;2023-05-15;App Municipium;Altro
656789;risolta;2023;2023-05-10;2023-05-30;App Municipium;Altro
656684;risolta;2023;2023-05-10;2023-05-12;App Municipium;Altro
657157;risolta;2023;2023-05-11;2023-06-13;App Municipium;Buche
657150;annullata;2023;2023-05-11;;App Municipium;Buche
657113;risolta;2023;2023-05-11;2023-06-13;App Municipium;Buche
657105;risolta;2023;2023-05-11;2023-06-13;App Municipium;Buche
657019;risolta;2023;2023-05-11;2023-06-13;App Municipium;Buche
657012;risolta;2023;2023-05-11;2023-05-11;App Municipium;Buche
657002;risolta;2023;2023-05-11;2023-06-13;App Municipium;Buche
656982;risolta;2023;2023-05-11;2023-05-11;App Municipium;Buche
656980;risolta;2023;2023-05-11;2023-06-13;App Municipium;Buche
656938;risolta;2023;2023-05-11;2023-05-11;App Municipium;Buche
656890;risolta;2023;2023-05-11;2023-06-13;App Municipium;Buche
656882;annullata;2023;2023-05-11;;App Municipium;Buche
656861;risolta;2023;2023-05-11;2023-06-13;App Municipium;Buche
657133;risolta;2023;2023-05-11;2023-06-05;App Municipium;Tombini
657132;risolta;2023;2023-05-11;2023-06-13;App Municipium;Tombini
657103;risolta;2023;2023-05-11;2023-06-12;App Municipium;Tombini
657054;risolta;2023;2023-05-11;2023-05-11;App Municipium;Tombini
657156;risolta;2023;2023-05-11;2023-05-12;App Municipium;Semafori e segnaletica stradale
657149;risolta;2023;2023-05-11;2023-05-17;App Municipium;Semafori e segnaletica stradale
657070;risolta;2023;2023-05-11;2023-05-12;App Municipium;Semafori e segnaletica stradale
657061;risolta;2023;2023-05-11;2023-05-12;App Municipium;Semafori e segnaletica stradale
656854;aperta;2023;2023-05-11;;App Municipium;Verde pubblico
656973;risolta;2023;2023-05-11;2023-06-01;App Municipium;Arredo urbano
657139;risolta;2023;2023-05-11;2023-05-12;App Municipium;Parchi gioco e aree cani
657128;risolta;2023;2023-05-11;2023-05-12;App Municipium;Parchi gioco e aree cani
656851;risolta;2023;2023-05-11;2023-05-11;App Municipium;Parchi gioco e aree cani
657170;in carico;2023;2023-05-11;;App Municipium;Cimiteri
657041;in carico;2023;2023-05-11;;App Municipium;Cimiteri
657065;risolta;2023;2023-05-11;2023-05-12;App Municipium;Altro
657023;risolta;2023;2023-05-11;2023-05-11;App Municipium;Altro
656988;risolta;2023;2023-05-11;2023-06-05;App Municipium;Altro
656953;risolta;2023;2023-05-11;2023-05-12;App Municipium;Altro
656920;risolta;2023;2023-05-11;2023-05-11;App Municipium;Altro
656880;eliminata;2023;2023-05-11;;App Municipium;Altro
656870;risolta;2023;2023-05-11;2023-05-30;App Municipium;Altro
657451;risolta;2023;2023-05-12;2023-06-13;App Municipium;Buche
657447;risolta;2023;2023-05-12;2023-06-13;App Municipium;Buche
657340;risolta;2023;2023-05-12;2023-06-13;App Municipium;Buche
657308;risolta;2023;2023-05-12;2023-06-13;App Municipium;Buche
657266;risolta;2023;2023-05-12;2023-06-13;App Municipium;Buche
657239;risolta;2023;2023-05-12;2023-06-13;App Municipium;Buche
657207;risolta;2023;2023-05-12;2023-05-12;App Municipium;Tombini
657466;risolta;2023;2023-05-12;2023-05-15;App Municipium;Semafori e segnaletica stradale
657394;risolta;2023;2023-05-12;2023-05-29;App Municipium;Semafori e segnaletica stradale
657373;risolta;2023;2023-05-12;2023-12-28;App Municipium;Semafori e segnaletica stradale
657349;risolta;2023;2023-05-12;2023-05-15;App Municipium;Semafori e segnaletica stradale
657215;risolta;2023;2023-05-12;2023-05-17;App Municipium;Semafori e segnaletica stradale
657448;risolta;2023;2023-05-12;2023-06-01;App Municipium;Verde pubblico
657362;aperta;2023;2023-05-12;;App Municipium;Verde pubblico
657227;aperta;2023;2023-05-12;;App Municipium;Verde pubblico
657224;annullata;2023;2023-05-12;;App Municipium;Verde pubblico
657259;risolta;2023;2023-05-12;2023-05-12;App Municipium;Arredo urbano
657205;risolta;2023;2023-05-12;2023-06-01;App Municipium;Parchi gioco e aree cani
657437;risolta;2023;2023-05-12;2023-05-15;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
657275;risolta;2023;2023-05-12;2023-05-15;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
657440;risolta;2023;2023-05-12;2023-06-05;App Municipium;Altro
657342;risolta;2023;2023-05-12;2023-06-13;App Municipium;Altro
657171;annullata;2023;2023-05-12;;App Municipium;Altro
657681;risolta;2023;2023-05-13;2023-05-18;App Municipium;Buche
657659;risolta;2023;2023-05-13;2023-05-18;App Municipium;Buche
657581;risolta;2023;2023-05-13;2023-05-15;App Municipium;Buche
657577;risolta;2023;2023-05-13;2023-06-13;App Municipium;Buche
657527;risolta;2023;2023-05-13;2023-05-18;App Municipium;Buche
657530;risolta;2023;2023-05-13;2023-06-13;App Municipium;Tombini
657653;risolta;2023;2023-05-13;2023-05-15;App Municipium;Semafori e segnaletica stradale
657708;risolta;2023;2023-05-13;2023-06-01;App Municipium;Verde pubblico
657704;aperta;2023;2023-05-13;;App Municipium;Verde pubblico
657594;risolta;2023;2023-05-13;2023-05-15;App Municipium;Arredo urbano
657535;risolta;2023;2023-05-13;2023-05-17;App Municipium;Arredo urbano
657611;risolta;2023;2023-05-13;2023-05-15;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
657517;risolta;2023;2023-05-13;2023-05-15;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
657615;risolta;2023;2023-05-13;2023-05-15;App Municipium;Idee e proposte
657649;risolta;2023;2023-05-13;2023-05-15;App Municipium;Altro
657814;risolta;2023;2023-05-14;2023-05-18;App Municipium;Buche
657812;risolta;2023;2023-05-14;2023-05-18;App Municipium;Buche
657751;risolta;2023;2023-05-14;2023-05-18;App Municipium;Buche
657842;risolta;2023;2023-05-14;2023-06-05;App Municipium;Tombini
657770;risolta;2023;2023-05-14;2023-05-15;App Municipium;Semafori e segnaletica stradale
657784;chiusa;2023;2023-05-14;2023-06-01;App Municipium;Verde pubblico
657787;risolta;2023;2023-05-14;2023-05-17;App Municipium;Arredo urbano
657777;in carico;2023;2023-05-14;;App Municipium;Cimiteri
657754;in carico;2023;2023-05-14;;App Municipium;Cimiteri
658001;aperta;2023;2023-05-15;;App Municipium;Verde pubblico
657908;aperta;2023;2023-05-15;;App Municipium;Verde pubblico
658156;in carico;2023;2023-05-15;;App Municipium;Cimiteri
658139;in carico;2023;2023-05-15;;App Municipium;Cimiteri
658243;risolta;2023;2023-05-15;2023-05-16;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
658029;risolta;2023;2023-05-15;2023-05-15;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
658063;risolta;2023;2023-05-15;2023-05-30;App Municipium;Idee e proposte
657926;risolta;2023;2023-05-15;2023-05-30;App Municipium;Altro
658481;risolta;2023;2023-05-16;2023-06-13;App Municipium;Buche
658450;risolta;2023;2023-05-16;2023-06-13;App Municipium;Buche
658451;risolta;2023;2023-05-16;2023-06-05;App Municipium;Tombini
658466;risolta;2023;2023-05-16;2023-05-16;App Municipium;Semafori e segnaletica stradale
658619;risolta;2023;2023-05-16;2023-06-06;App Municipium;Verde pubblico
658567;risolta;2023;2023-05-16;2023-06-06;App Municipium;Verde pubblico
658495;annullata;2023;2023-05-16;;App Municipium;Verde pubblico
658470;aperta;2023;2023-05-16;;App Municipium;Verde pubblico
658351;risolta;2023;2023-05-16;2023-05-16;App Municipium;Parchi gioco e aree cani
658552;risolta;2023;2023-05-16;2023-10-11;App Municipium;Altro
658843;risolta;2023;2023-05-17;2023-06-13;App Municipium;Buche
658808;risolta;2023;2023-05-17;2023-06-13;App Municipium;Buche
658750;risolta;2023;2023-05-17;2023-06-13;App Municipium;Buche
658729;risolta;2023;2023-05-17;2023-06-13;App Municipium;Buche
658904;risolta;2023;2023-05-17;2023-05-18;App Municipium;Semafori e segnaletica stradale
658657;risolta;2023;2023-05-17;2023-05-18;App Municipium;Semafori e segnaletica stradale
658631;risolta;2023;2023-05-17;2023-05-17;App Municipium;Arredo urbano
658767;risolta;2023;2023-05-17;2023-05-18;App Municipium;Parchi gioco e aree cani
659282;risolta;2023;2023-05-18;2023-06-13;App Municipium;Buche
659280;risolta;2023;2023-05-18;2023-06-13;App Municipium;Buche
659279;risolta;2023;2023-05-18;2023-06-13;App Municipium;Buche
658933;risolta;2023;2023-05-18;2023-05-18;App Municipium;Buche
658921;risolta;2023;2023-05-18;2023-05-18;App Municipium;Buche
659064;risolta;2023;2023-05-18;2023-05-22;App Municipium;Semafori e segnaletica stradale
658988;risolta;2023;2023-05-18;2023-05-18;App Municipium;Semafori e segnaletica stradale
659145;risolta;2023;2023-05-18;2023-09-30;App Municipium;Verde pubblico
659094;aperta;2023;2023-05-18;;App Municipium;Verde pubblico
659032;aperta;2023;2023-05-18;;App Municipium;Verde pubblico
658938;in carico;2023;2023-05-18;;App Municipium;Verde pubblico
658936;risolta;2023;2023-05-18;2023-06-01;App Municipium;Verde pubblico
658926;risolta;2023;2023-05-18;2023-05-19;App Municipium;Verde pubblico
658924;aperta;2023;2023-05-18;;App Municipium;Verde pubblico
659275;risolta;2023;2023-05-18;2023-06-01;App Municipium;Altro
659693;risolta;2023;2023-05-19;2023-06-13;App Municipium;Buche
659684;risolta;2023;2023-05-19;2023-06-13;App Municipium;Buche
659666;risolta;2023;2023-05-19;2023-06-13;App Municipium;Buche
659652;risolta;2023;2023-05-19;2023-06-13;App Municipium;Buche
659621;risolta;2023;2023-05-19;2023-06-13;App Municipium;Buche
659614;risolta;2023;2023-05-19;2023-06-13;App Municipium;Buche
659486;annullata;2023;2023-05-19;;App Municipium;Buche
659484;annullata;2023;2023-05-19;;App Municipium;Buche
659355;annullata;2023;2023-05-19;;App Municipium;Buche
659345;risolta;2023;2023-05-19;2023-06-13;App Municipium;Buche
659337;annullata;2023;2023-05-19;;App Municipium;Buche
659336;annullata;2023;2023-05-19;;App Municipium;Buche
659331;risolta;2023;2023-05-19;2023-06-13;App Municipium;Buche
659330;risolta;2023;2023-05-19;2023-06-13;App Municipium;Buche
659328;annullata;2023;2023-05-19;;App Municipium;Buche
659326;annullata;2023;2023-05-19;;App Municipium;Buche
659322;risolta;2023;2023-05-19;2023-06-13;App Municipium;Buche
659318;annullata;2023;2023-05-19;;App Municipium;Buche
659675;annullata;2023;2023-05-19;;App Municipium;Tombini
659671;risolta;2023;2023-05-19;2023-06-14;App Municipium;Tombini
659664;risolta;2023;2023-05-19;2023-06-13;App Municipium;Tombini
659657;risolta;2023;2023-05-19;2023-06-13;App Municipium;Tombini
659386;risolta;2023;2023-05-19;2023-05-22;App Municipium;Semafori e segnaletica stradale
659384;risolta;2023;2023-05-19;2023-05-22;App Municipium;Semafori e segnaletica stradale
659383;risolta;2023;2023-05-19;2023-05-22;App Municipium;Semafori e segnaletica stradale
659661;annullata;2023;2023-05-19;;App Municipium;Verde pubblico
659396;risolta;2023;2023-05-19;2023-06-12;App Municipium;Parchi gioco e aree cani
659393;risolta;2023;2023-05-19;2023-06-12;App Municipium;Parchi gioco e aree cani
659655;risolta;2023;2023-05-19;2023-05-30;App Municipium;Altro
659580;risolta;2023;2023-05-19;2023-07-27;App Municipium;Altro
659493;risolta;2023;2023-05-19;2023-06-01;App Municipium;Altro
659894;risolta;2023;2023-05-20;2023-06-13;App Municipium;Buche
659834;risolta;2023;2023-05-20;2023-06-13;App Municipium;Buche
659928;risolta;2023;2023-05-20;2023-06-05;App Municipium;Tombini
659905;risolta;2023;2023-05-20;2023-05-22;App Municipium;Semafori e segnaletica stradale
659884;risolta;2023;2023-05-20;2023-05-22;App Municipium;Arredo urbano
659913;risolta;2023;2023-05-20;2023-05-30;App Municipium;Altro
660140;risolta;2023;2023-05-21;2023-06-13;App Municipium;Buche
660136;risolta;2023;2023-05-21;2023-06-13;App Municipium;Buche
660089;risolta;2023;2023-05-21;2023-06-13;App Municipium;Buche
660053;risolta;2023;2023-05-21;2023-06-13;App Municipium;Buche
659937;risolta;2023;2023-05-21;2023-06-14;App Municipium;Buche
660017;risolta;2023;2023-05-21;2023-05-22;App Municipium;Semafori e segnaletica stradale
660102;risolta;2023;2023-05-21;2023-06-06;App Municipium;Verde pubblico
659950;risolta;2023;2023-05-21;2023-06-06;App Municipium;Verde pubblico
659940;aperta;2023;2023-05-21;;App Municipium;Verde pubblico
659939;risolta;2023;2023-05-21;2023-05-30;App Municipium;Idee e proposte
660043;risolta;2023;2023-05-21;2023-07-18;App Municipium;Altro
660527;risolta;2023;2023-05-22;2023-05-29;App Municipium;Buche
660428;risolta;2023;2023-05-22;2024-05-23;App Municipium;Buche
660397;risolta;2023;2023-05-22;2023-06-13;App Municipium;Buche
660334;risolta;2023;2023-05-22;2023-06-13;App Municipium;Buche
660322;risolta;2023;2023-05-22;2023-06-13;App Municipium;Buche
660248;risolta;2023;2023-05-22;2023-06-13;App Municipium;Buche
660486;risolta;2023;2023-05-22;2023-06-05;App Municipium;Tombini
660445;annullata;2023;2023-05-22;;App Municipium;Tombini
660489;risolta;2023;2023-05-22;2023-05-23;App Municipium;Semafori e segnaletica stradale
660476;risolta;2023;2023-05-22;2023-05-23;App Municipium;Semafori e segnaletica stradale
660437;risolta;2023;2023-05-22;2023-05-23;App Municipium;Semafori e segnaletica stradale
660423;risolta;2023;2023-05-22;2023-05-30;App Municipium;Semafori e segnaletica stradale
660485;in carico;2023;2023-05-22;;App Municipium;Verde pubblico
660336;aperta;2023;2023-05-22;;App Municipium;Verde pubblico
660235;risolta;2023;2023-05-22;2023-05-22;App Municipium;Arredo urbano
660468;risolta;2023;2023-05-22;2023-05-30;App Municipium;Idee e proposte
660794;risolta;2023;2023-05-23;2023-06-13;App Municipium;Buche
660719;risolta;2023;2023-05-23;2023-06-13;App Municipium;Buche
660677;risolta;2023;2023-05-23;2023-06-13;App Municipium;Buche
660578;risolta;2023;2023-05-23;2023-05-24;App Municipium;Buche
660874;risolta;2023;2023-05-23;2023-06-05;App Municipium;Tombini
660842;risolta;2023;2023-05-23;2023-06-13;App Municipium;Tombini
660586;risolta;2023;2023-05-23;2023-06-13;App Municipium;Tombini
660684;risolta;2023;2023-05-23;2023-05-25;App Municipium;Semafori e segnaletica stradale
660662;risolta;2023;2023-05-23;2023-05-23;App Municipium;Semafori e segnaletica stradale
660819;aperta;2023;2023-05-23;;App Municipium;Verde pubblico
660721;in carico;2023;2023-05-23;;App Municipium;Verde pubblico
660671;annullata;2023;2023-05-23;;App Municipium;Verde pubblico
660605;aperta;2023;2023-05-23;;App Municipium;Verde pubblico
660879;risolta;2023;2023-05-23;2023-05-25;App Municipium;Arredo urbano
660855;annullata;2023;2023-05-23;;App Municipium;Arredo urbano
660831;risolta;2023;2023-05-23;2023-05-25;App Municipium;Parchi gioco e aree cani
660607;aperta;2023;2023-05-23;;App Municipium;Parchi gioco e aree cani
660622;risolta;2023;2023-05-23;2023-05-30;App Municipium;Idee e proposte
660690;annullata;2023;2023-05-23;;App Municipium;
661269;risolta;2023;2023-05-24;2023-06-13;App Municipium;Buche
661003;risolta;2023;2023-05-24;2023-05-24;App Municipium;Buche
660990;risolta;2023;2023-05-24;2023-06-14;App Municipium;Buche
660932;risolta;2023;2023-05-24;2023-06-13;App Municipium;Buche
661071;risolta;2023;2023-05-24;2023-05-25;App Municipium;Semafori e segnaletica stradale
660981;risolta;2023;2023-05-24;2023-05-25;App Municipium;Semafori e segnaletica stradale
661124;in carico;2023;2023-05-24;;App Municipium;Verde pubblico
660938;annullata;2023;2023-05-24;;App Municipium;Verde pubblico
661172;risolta;2023;2023-05-24;2023-05-25;App Municipium;Parchi gioco e aree cani
661146;risolta;2023;2023-05-24;2023-05-25;App Municipium;Parchi gioco e aree cani
661100;risolta;2023;2023-05-24;2023-05-25;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
661261;risolta;2023;2023-05-24;2023-05-30;App Municipium;Idee e proposte
661245;risolta;2023;2023-05-24;2023-05-30;App Municipium;Idee e proposte
661240;risolta;2023;2023-05-24;2023-05-30;App Municipium;Idee e proposte
661575;risolta;2023;2023-05-25;2023-06-13;App Municipium;Buche
661524;risolta;2023;2023-05-25;2023-06-13;App Municipium;Buche
661457;risolta;2023;2023-05-25;2023-06-05;App Municipium;Tombini
661417;risolta;2023;2023-05-25;2023-05-25;App Municipium;Semafori e segnaletica stradale
661554;risolta;2023;2023-05-25;2023-06-06;App Municipium;Verde pubblico
661455;annullata;2023;2023-05-25;;App Municipium;Verde pubblico
661459;risolta;2023;2023-05-25;2023-05-25;App Municipium;Arredo urbano
661846;risolta;2023;2023-05-26;2023-05-29;App Municipium;Buche
661710;risolta;2023;2023-05-26;2023-06-13;App Municipium;Buche
661651;risolta;2023;2023-05-26;2023-06-13;App Municipium;Buche
661861;risolta;2023;2023-05-26;2023-06-05;App Municipium;Tombini
661832;risolta;2023;2023-05-26;2023-06-23;App Municipium;Semafori e segnaletica stradale
661912;risolta;2023;2023-05-26;2023-06-06;App Municipium;Verde pubblico
661963;risolta;2023;2023-05-26;2023-05-29;App Municipium;Parchi gioco e aree cani
661931;risolta;2023;2023-05-26;2023-05-29;App Municipium;Parchi gioco e aree cani
661777;risolta;2023;2023-05-26;2023-05-29;App Municipium;Parchi gioco e aree cani
661745;risolta;2023;2023-05-26;2023-05-26;App Municipium;Altro
661743;risolta;2023;2023-05-26;2023-05-26;App Municipium;Altro
662186;annullata;2023;2023-05-27;;App Municipium;Buche
662165;risolta;2023;2023-05-27;2023-06-20;App Municipium;Buche
662087;risolta;2023;2023-05-27;2023-06-13;App Municipium;Buche
662082;risolta;2023;2023-05-27;2023-06-13;App Municipium;Buche
662104;aperta;2023;2023-05-27;;App Municipium;Semafori e segnaletica stradale
662095;risolta;2023;2023-05-27;2023-05-29;App Municipium;Semafori e segnaletica stradale
662083;risolta;2023;2023-05-27;2023-12-28;App Municipium;Semafori e segnaletica stradale
662058;risolta;2023;2023-05-27;2023-05-29;App Municipium;Arredo urbano
662403;risolta;2023;2023-05-28;2023-06-13;App Municipium;Buche
662385;risolta;2023;2023-05-28;2023-06-13;App Municipium;Buche
662370;risolta;2023;2023-05-28;2023-06-13;App Municipium;Buche
662363;risolta;2023;2023-05-28;2023-06-14;App Municipium;Buche
662346;risolta;2023;2023-05-28;2023-06-13;App Municipium;Buche
662344;risolta;2023;2023-05-28;2023-06-13;App Municipium;Buche
662337;risolta;2023;2023-05-28;2023-06-13;App Municipium;Buche
662302;risolta;2023;2023-05-28;2023-06-13;App Municipium;Buche
662275;risolta;2023;2023-05-28;2023-06-13;App Municipium;Buche
662273;risolta;2023;2023-05-28;2023-05-29;App Municipium;Buche
662265;risolta;2023;2023-05-28;2023-06-13;App Municipium;Buche
662414;risolta;2023;2023-05-28;2023-05-29;App Municipium;Semafori e segnaletica stradale
662398;risolta;2023;2023-05-28;2023-05-30;App Municipium;Semafori e segnaletica stradale
662423;risolta;2023;2023-05-28;2023-06-06;App Municipium;Verde pubblico
662399;aperta;2023;2023-05-28;;App Municipium;Verde pubblico
662389;risolta;2023;2023-05-28;2023-06-06;App Municipium;Verde pubblico
662269;chiusa;2023;2023-05-28;2023-05-31;App Municipium;Verde pubblico
662352;annullata;2023;2023-05-28;;App Municipium;Parchi gioco e aree cani
662351;aperta;2023;2023-05-28;;App Municipium;Parchi gioco e aree cani
662290;in carico;2023;2023-05-28;;App Municipium;Cimiteri
662424;risolta;2023;2023-05-28;2023-06-05;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
662226;risolta;2023;2023-05-28;2023-06-05;App Municipium;Disinfestazione (topi, blatte, vespe, piccioni)
662383;risolta;2023;2023-05-28;2023-06-05;App Municipium;Idee e proposte
662324;risolta;2023;2023-05-28;2023-12-28;App Municipium;Idee e proposte
662416;risolta;2023;2023-05-28;2023-10-30;App Municipium;Altro
662354;aperta;2023;2023-05-28;;App Municipium;Altro
662542;risolta;2023;2023-05-29;2023-05-29;App Municipium;Buche
662506;risolta;2023;2023-05-29;2023-05-29;App Municipium;Buche
662834;risolta;2023;2023-05-29;2023-05-30;App Municipium;Semafori e segnaletica stradale
662733;risolta;2023;2023-05-29;2023-07-11;App Municipium;Semafori e segnaletica stradale
662771;risolta;2023;2023-05-29;2023-06-23;App Municipium;Verde pubblico
662761;in carico;2023;2023-05-29;;App Municipium;Verde pubblico
662555;risolta;2023;2023-05-29;2023-06-06;App Municipium;Verde pubblico
662545;risolta;2023;2023-05-29;2023-06-06;App Municipium;Verde pubblico
662462;risolta;2023;2023-05-29;2023-06-07;App Municipium;Verde pubblico
662624;risolta;2023;2023-05-29;2023-06-01;App Municipium;Arredo urbano
662706;risolta;2023;2023-05-29;2023-06-12;App Municipium;Parchi gioco e aree cani
662700;aperta;2023;2023-05-29;;App Municipium;Idee e proposte
662699;aperta;2023;2023-05-29;;App Municipium;Idee e proposte
662697;risolta;2023;2023-05-29;2023-06-01;App Municipium;Idee e proposte
662802;aperta;2023;2023-05-29;;App Municipium;Altro
662478;aperta;2023;2023-05-29;;App Municipium;Altro
663211;risolta;2023;2023-05-30;2023-06-13;App Municipium;Buche
663178;risolta;2023;2023-05-30;2023-06-13;App Municipium;Buche
663148;risolta;2023;2023-05-30;2023-06-13;App Municipium;Buche
663147;risolta;2023;2023-05-30;2023-06-13;App Municipium;Buche
663136;risolta;2023;2023-05-30;2023-06-14;App Municipium;Buche
663108;risolta;2023;2023-05-30;2023-06-13;App Municipium;Buche
662967;annullata;2023;2023-05-30;;App Municipium;Buche
663196;aperta;2023;2023-05-30;;App Municipium;Semafori e segnaletica stradale
662969;risolta;2023;2023-05-30;2023-06-01;App Municipium;Semafori e segnaletica stradale
663194;risolta;2023;2023-05-30;2023-06-01;App Municipium;Verde pubblico
663046;risolta;2023;2023-05-30;2023-06-01;App Municipium;Verde pubblico
662925;annullata;2023;2023-05-30;;App Municipium;Verde pubblico
663049;aperta;2023;2023-05-30;;App Municipium;Arredo urbano
662987;risolta;2023;2023-05-30;2023-06-12;App Municipium;Arredo urbano
662982;annullata;2023;2023-05-30;;App Municipium;Arredo urbano
663104;risolta;2023;2023-05-30;2023-06-01;App Municipium;Parchi gioco e aree cani
663097;risolta;2023;2023-05-30;2023-07-11;App Municipium;Parchi gioco e aree cani
663174;aperta;2023;2023-05-30;;App Municipium;Altro
662926;aperta;2023;2023-05-30;;App Municipium;Altro
663432;risolta;2023;2023-05-31;2023-06-01;App Municipium;Buche
663249;risolta;2023;2023-05-31;2023-06-13;App Municipium;Buche
663353;risolta;2023;2023-05-31;2023-06-05;App Municipium;Tombini
663541;in carico;2023;2023-05-31;;App Municipium;Semafori e segnaletica stradale
663507;in carico;2023;2023-05-31;;App Municipium;Verde pubblico
663505;in carico;2023;2023-05-31;;App Municipium;Verde pubblico
